,as_of_year,state_code,applicant_income,loan_amount,conventional_loans,FHA_loans,VA_loans,FSA_RHS_loans,purchase,improvement,refinancing,multifamily,loans_originated,loans_approved_not_originated,loans_denied,other_loans,race_black,race_other,race_white,race_msrpd,subprime,subprime_originated,subprime_amount,subprime_amount_originated,total,did
1,1999,13,59.67702504789545,94.4186318674463,0.8553689672531075,0.10911328247690594,0.03283581233318561,0.0026819379368009212,0.49721408318597016,0.066781688817753,0.43524410654894824,0.0007601214473286034,0.4250541765805148,0.0752563258597619,0.22049832414733736,0.279191173412386,0.16635042746074977,0.04414441160146115,0.7895051609377891,0.0,0.24530266458422073,0.05125800099532884,72.2245862054853,79.40195858981534,697257,0
2,1999,27,62.80308831349851,90.93312600824984,0.899626866637838,0.07874123809844402,0.01787207817933706,0.0037598170843809635,0.3900784330988195,0.10016598090572233,0.5079637172472545,0.0017918687482035998,0.5286815522969324,0.07095489514201596,0.16263280414512066,0.23773074841593106,0.01919526449484579,0.04201051816597573,0.9387942173391784,0.0,0.17256317502569984,0.03737289254743144,78.36933165271151,84.25386267581237,386189,0
3,1999,37,54.624484859487,84.19393080007576,0.9221640917009714,0.04803015791285046,0.027467338265386432,0.0023384121207917254,0.48131938200823315,0.05268030317986698,0.46519861162616355,0.000801703185736353,0.41248095788190287,0.10712141868115158,0.26868528681231607,0.2117123366246295,0.13465812228041202,0.04508213122320431,0.8202597464963837,0.0,0.26716591921072924,0.05832690814695846,68.4598366303512,74.76235563178959,749654,1
4,1999,45,51.68193369535277,75.48935697768793,0.9496179231558476,0.030147573033593156,0.017848118711811457,0.0023863850987478497,0.4903523682638857,0.04747502590567781,0.46147072786021653,0.0007018779702199558,0.3635829977080494,0.10649147792529977,0.32565861676441915,0.2042669076022317,0.1795480416328489,0.023682638856985346,0.7967693195101657,0.0,0.2936912655753102,0.057076716538286804,61.61028069870514,64.58386620757501,391806,0
5,1999,51,65.7564466093228,104.18928924613941,0.8146501291390609,0.12035108436964562,0.06353533121542859,0.001463455275864942,0.4587407039799463,0.0932029022781362,0.44736813507257506,0.0006882586693424231,0.48779246465429493,0.0663481357246096,0.17563274517403887,0.2702266544470566,0.09623667404431661,0.0595597317964638,0.8442035941592196,0.0,0.189167895268765,0.043590319460695,68.96087818235785,71.16732455229152,552118,0
0,2000,01,49.95577253556127,66.66003765369915,0.8927888261327236,0.08498870011733768,0.019747441019894584,0.0024750327300441053,0.592936347138432,0.08038951582172219,0.32587427890147785,0.0007960852226208937,0.42404931955464503,0.07213814908299283,0.29741140250597065,0.2064011288563915,0.1499922655227186,0.019604070221507883,0.8304036642557735,0.0,0.20168875708836545,0.04564096179168223,58.886375965729464,57.23650491857485,265047,0
1,2000,13,62.88988172479036,96.48995546127291,0.8608299818800548,0.11451739891214854,0.023141805348903064,0.0015108138588935866,0.5509003501225184,0.08025809873160383,0.36828338481231043,0.0005467083736407995,0.4070260210269933,0.07512329583306734,0.24326067349888447,0.27459000964105484,0.1621530488812939,0.04634090049743914,0.791506050621267,0.0,0.27091855191028746,0.053957170145794354,71.87802697085408,78.88799902924403,610929,0
2,2000,27,65.39786703664151,92.25350343123391,0.9154502285008261,0.0696815874480849,0.011390803399973205,0.003477380651115709,0.4388912871965107,0.12539708531193713,0.43400866367953317,0.0016970093930958512,0.5145749289191242,0.07073849680694286,0.18177352367625824,0.2329130505976748,0.023347276597645027,0.044125221429953704,0.9325275019724013,0.0,0.22034624946038078,0.04247882459770457,79.3128859223629,87.44231847490889,335885,0
3,2000,37,55.814003361286936,85.22944566453013,0.8968237452942623,0.07991284174103265,0.021335543819038266,0.0019278691456667658,0.5603839228439595,0.06476333299511068,0.3741648336718426,0.0006517951884100841,0.4041904067442744,0.10156826393749645,0.2933405105327695,0.20090081878545962,0.12836409726366405,0.04972217015121992,0.821913732585116,0.0,0.25616410792627664,0.05990668494215533,67.92109538643321,74.0018372854108,581471,1
4,2000,45,53.53241872886459,77.63053483623963,0.9338792536641992,0.050998354688822266,0.013168781242823393,0.0019536104041551184,0.526678893772041,0.0578564395214441,0.4149172782840946,0.0005222211386308369,0.352124905229447,0.09538400556196971,0.34885315833682007,0.20363793087176324,0.15635489645235676,0.022188106570863207,0.82145699697678,0.0,0.3145941932784477,0.05554104941281581,61.90384096159038,72.66088926649674,317873,0
