,year,state_code,county_code,applicant_income,loan_amount,conventional_loans,FHA_loans,VA_loans,FSA_RHS_loans,purchase,improvement,refinancing,multifamily,loans_originated,loans_approved_not_originated,loans_denied,other_loans,race_black,race_other,race_white,race_msrpd,subprime,subprime_originated,subprime_amount,subprime_amount_originated,total,elapsed_time,prime,prime_originated,prime_amount,state,population,sthpi,mh_income
682,1990,51,4,628.645176498437,1526.0,7,0,0,0,5,0,2,0,2,0,4,1,0,1,5,1,0,0,0.0,0.0,7,0,7,2,1526.0,VA,6216884,188.33749999999998,35073
683,1990,51,5,2534.2903529968703,1678.0,68,3,1,0,27,36,3,1,57,0,9,6,5,4,58,5,0,0,0.0,0.0,72,0,72,57,1678.0,VA,6216884,188.33749999999998,35073
684,1990,51,6,157.290352996873,138.0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0.0,0.0,2,0,2,2,138.0,VA,6216884,188.33749999999998,35073
685,1990,51,7,3042.22588249218,3384.0,79,4,5,0,36,36,14,1,64,0,9,15,23,1,53,11,0,0,0.0,0.0,88,0,88,64,3384.0,VA,6216884,188.33749999999998,35073
686,1990,51,8,360.0,541.0,8,0,0,0,4,0,4,0,6,0,1,1,1,1,6,0,0,0,0.0,0.0,8,0,8,6,541.0,VA,6216884,188.33749999999998,35073
687,1990,51,9,22700.871530442204,22066.0,443,86,24,0,297,165,84,3,372,2,91,88,67,5,401,80,0,0,0.0,0.0,553,0,553,372,22066.0,VA,6216884,188.33749999999998,35073
688,1990,51,10,312.0,229.0,3,0,0,0,1,0,0,0,1,0,0,2,0,0,1,2,0,0,0.0,0.0,3,0,3,1,229.0,VA,6216884,188.33749999999998,35073
689,1990,51,11,3395.64517649844,1845.0,54,3,0,0,22,13,21,0,41,0,8,8,14,0,40,3,0,0,0.0,0.0,57,0,57,41,1845.0,VA,6216884,188.33749999999998,35073
690,1990,51,13,554160.4677943371,700828.0,4223,855,217,0,3450,587,1065,26,3256,29,337,1684,133,510,3230,1433,66,22,6425.0,886.0,5306,0,5240,3234,694403.0,VA,6216884,188.33749999999998,35073
691,1990,51,15,25173.0969414828,19845.0,302,12,14,0,238,38,45,0,255,0,36,37,6,3,284,35,0,0,0.0,0.0,328,0,328,255,19845.0,VA,6216884,188.33749999999998,35073
692,1990,51,17,5246.0,4526.0,24,2,1,0,10,16,1,0,21,0,4,2,0,2,25,0,0,0,0.0,0.0,27,0,27,21,4526.0,VA,6216884,188.33749999999998,35073
693,1990,51,18,91.0,292.0,2,0,0,0,1,0,0,0,1,0,1,0,0,0,2,0,0,0,0.0,0.0,2,0,2,1,292.0,VA,6216884,188.33749999999998,35073
694,1990,51,19,29473.839059464102,30426.0,465,30,5,0,235,172,85,2,382,1,57,60,25,7,427,41,0,0,0.0,0.0,500,0,500,382,30426.0,VA,6216884,188.33749999999998,35073
695,1990,51,20,121.0,185.0,2,0,0,0,2,0,0,0,1,0,0,1,1,0,1,0,0,0,0.0,0.0,2,0,2,1,185.0,VA,6216884,188.33749999999998,35073
696,1990,51,21,1143.58070599375,773.0,27,2,0,0,9,16,2,0,21,0,3,5,1,1,25,2,0,0,0.0,0.0,29,0,29,21,773.0,VA,6216884,188.33749999999998,35073
697,1990,51,23,38619.4527078875,40633.0,562,97,48,0,391,143,159,1,478,3,81,145,18,10,558,121,0,0,0.0,0.0,707,0,707,478,40633.0,VA,6216884,188.33749999999998,35073
698,1990,51,25,902.2903529968739,797.0,14,5,3,0,15,5,2,0,11,0,3,8,3,0,13,6,0,0,0.0,0.0,22,0,22,11,797.0,VA,6216884,188.33749999999998,35073
699,1990,51,27,20060.0,3903.0,366,2,2,0,71,286,13,0,277,1,77,15,0,6,360,4,0,0,0.0,0.0,370,0,370,277,3903.0,VA,6216884,188.33749999999998,35073
700,1990,51,29,2863.64517649844,2337.0,76,4,3,0,35,30,16,0,60,0,9,14,20,1,52,10,0,0,0.0,0.0,83,0,83,60,2337.0,VA,6216884,188.33749999999998,35073
701,1990,51,31,50057.3562378563,46077.0,959,148,34,0,615,337,164,9,853,7,171,110,112,14,896,119,0,0,0.0,0.0,1141,0,1141,853,46077.0,VA,6216884,188.33749999999998,35073
702,1990,51,32,347.0,394.0,4,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,0.0,0.0,4,0,4,4,394.0,VA,6216884,188.33749999999998,35073
703,1990,51,33,5732.2583534703,8306.0,84,19,25,0,71,29,24,0,66,1,19,42,14,2,78,34,0,0,0.0,0.0,128,0,128,66,8306.0,VA,6216884,188.33749999999998,35073
704,1990,51,34,293.0,421.0,6,0,0,0,1,0,3,0,4,0,1,1,0,0,5,1,0,0,0.0,0.0,6,0,6,4,421.0,VA,6216884,188.33749999999998,35073
705,1990,51,35,3581.58070599375,3302.0,76,3,0,0,26,42,8,2,58,2,12,7,2,0,73,4,0,0,0.0,0.0,79,0,79,58,3302.0,VA,6216884,188.33749999999998,35073
706,1990,51,36,6070.51623548906,4291.0,75,16,7,0,41,33,24,0,60,2,21,15,34,6,38,20,0,0,0.0,0.0,98,0,98,60,4291.0,VA,6216884,188.33749999999998,35073
707,1990,51,37,2750.2903529968703,1164.0,51,1,1,0,15,25,12,0,38,0,14,1,13,1,35,4,0,0,0.0,0.0,53,0,53,38,1164.0,VA,6216884,188.33749999999998,35073
708,1990,51,39,126.64517649843701,156.0,2,0,0,0,2,0,0,0,0,0,1,1,0,0,1,1,0,0,0.0,0.0,2,0,2,0,156.0,VA,6216884,188.33749999999998,35073
709,1990,51,40,5661.0,301.0,3,1,0,0,2,0,0,0,4,0,0,0,0,0,3,1,0,0,0.0,0.0,4,0,4,4,301.0,VA,6216884,188.33749999999998,35073
710,1990,51,41,483325.90123189,896535.0,4402,2575,662,0,5964,927,665,27,4315,42,505,2777,526,179,4519,2415,24,10,588.0,172.0,7639,0,7615,4305,895947.0,VA,6216884,188.33749999999998,35073
711,1990,51,42,78.6451764984367,80.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0.0,0.0,1,0,1,0,80.0,VA,6216884,188.33749999999998,35073
712,1990,51,43,4717.2583534703,6272.0,56,10,7,0,49,12,11,0,46,1,10,16,5,2,40,26,2,0,18.0,0.0,73,0,71,46,6254.0,VA,6216884,188.33749999999998,35073
713,1990,51,45,575.645176498437,716.0,13,0,0,0,7,3,3,0,8,0,3,2,1,0,10,2,0,0,0.0,0.0,13,0,13,8,716.0,VA,6216884,188.33749999999998,35073
714,1990,51,46,85.0,101.0,1,0,1,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0.0,0.0,2,0,2,2,101.0,VA,6216884,188.33749999999998,35073
715,1990,51,47,20948.0324709781,32095.0,314,33,23,0,220,66,81,0,282,1,35,52,26,7,287,50,1,0,7.0,0.0,370,0,369,282,32088.0,VA,6216884,188.33749999999998,35073
716,1990,51,48,38.0,20.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,1,0,1,1,20.0,VA,6216884,188.33749999999998,35073
717,1990,51,49,2161.93552949531,1888.0,57,6,2,0,20,35,9,0,45,0,9,11,18,1,39,7,0,0,0.0,0.0,65,0,65,45,1888.0,VA,6216884,188.33749999999998,35073
718,1990,51,51,7926.29035299687,3069.0,253,4,0,1,43,213,1,0,205,4,41,8,3,2,244,9,0,0,0.0,0.0,258,0,258,205,3069.0,VA,6216884,188.33749999999998,35073
719,1990,51,53,13099.9040014203,14791.0,174,65,28,0,147,72,45,2,161,4,36,66,37,4,159,67,0,0,0.0,0.0,267,0,267,161,14791.0,VA,6216884,188.33749999999998,35073
720,1990,51,54,169.0,95.0,2,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,81.0,81.0,2,0,1,0,14.0,VA,6216884,188.33749999999998,35073
721,1990,51,55,4212.74258943278,4932.0,15,16,28,0,47,0,11,0,10,0,7,42,5,1,13,40,0,0,0.0,0.0,59,0,59,10,4932.0,VA,6216884,188.33749999999998,35073
722,1990,51,57,2426.58070599375,2600.0,47,11,1,0,31,24,4,0,38,0,6,15,13,4,29,13,0,0,0.0,0.0,59,0,59,38,2600.0,VA,6216884,188.33749999999998,35073
723,1990,51,59,3573595.358301,4871756.0,25512,4757,2317,0,21274,4002,6025,150,18878,332,2335,11085,951,3745,18493,9441,365,102,43841.0,4732.0,32630,0,32265,18776,4827915.0,VA,6216884,188.33749999999998,35073
724,1990,51,61,56368.5491779187,91423.0,394,49,57,0,274,101,108,0,361,4,27,109,12,13,376,100,1,0,10.0,0.0,501,0,500,361,91413.0,VA,6216884,188.33749999999998,35073
725,1990,51,63,1520.2258824921798,1179.0,33,2,1,0,19,9,6,1,28,0,4,4,1,1,32,2,0,0,0.0,0.0,36,0,36,28,1179.0,VA,6216884,188.33749999999998,35073
726,1990,51,65,27334.4842359625,26317.0,342,62,11,0,244,83,84,0,305,4,36,70,44,9,312,50,0,0,0.0,0.0,415,0,415,305,26317.0,VA,6216884,188.33749999999998,35073
727,1990,51,67,8637.29035299687,9740.0,131,7,5,0,87,35,19,1,110,0,18,15,3,0,134,6,0,0,0.0,0.0,143,0,143,110,9740.0,VA,6216884,188.33749999999998,35073
728,1990,51,68,28.0,19.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,1,0,1,0,19.0,VA,6216884,188.33749999999998,35073
729,1990,51,69,64948.6155342297,55795.0,476,162,60,0,547,49,90,2,521,6,53,118,12,7,441,238,2,1,22.0,9.0,698,0,696,520,55773.0,VA,6216884,188.33749999999998,35073
730,1990,51,71,5924.93552949531,4945.0,163,31,7,0,65,120,15,1,164,1,22,14,6,0,188,7,0,0,0.0,0.0,201,0,201,164,4945.0,VA,6216884,188.33749999999998,35073
731,1990,51,73,62889.291767351504,44888.0,381,145,156,0,350,176,133,7,434,3,57,188,41,11,444,186,1,0,9.0,0.0,682,0,681,434,44879.0,VA,6216884,188.33749999999998,35073
732,1990,51,74,313.0,228.0,8,0,0,0,1,7,0,0,7,0,1,0,0,0,8,0,0,0,0.0,0.0,8,0,8,7,228.0,VA,6216884,188.33749999999998,35073
733,1990,51,75,23628.0329424297,34943.0,316,41,20,0,196,91,81,3,245,1,38,93,56,7,249,65,0,0,0.0,0.0,377,0,377,245,34943.0,VA,6216884,188.33749999999998,35073
734,1990,51,77,2775.2903529968703,1528.0,107,5,0,0,31,75,5,1,79,4,16,13,4,2,94,12,0,0,0.0,0.0,112,0,112,79,1528.0,VA,6216884,188.33749999999998,35073
735,1990,51,79,10066.322823975,16572.0,159,56,20,0,160,21,46,1,179,0,8,48,3,4,191,37,0,0,0.0,0.0,235,0,235,179,16572.0,VA,6216884,188.33749999999998,35073
736,1990,51,80,19.0,23.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,1,0,1,1,23.0,VA,6216884,188.33749999999998,35073
737,1990,51,81,1139.0,641.0,24,1,0,0,10,13,2,0,19,0,3,3,8,0,16,1,0,0,0.0,0.0,25,0,25,19,641.0,VA,6216884,188.33749999999998,35073
738,1990,51,82,78.6451764984367,109.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0,1,0,1,0,109.0,VA,6216884,188.33749999999998,35073
739,1990,51,83,2938.64517649844,2380.0,113,6,0,0,44,56,18,0,91,0,24,4,35,0,82,2,0,0,0.0,0.0,119,0,119,91,2380.0,VA,6216884,188.33749999999998,35073
740,1990,51,84,64.0,6.0,2,0,0,0,1,1,0,0,1,0,1,0,0,0,2,0,0,0,0.0,0.0,2,0,2,1,6.0,VA,6216884,188.33749999999998,35073
741,1990,51,85,121707.167540858,162337.0,1518,439,92,0,1383,365,284,7,1286,16,144,603,109,36,1387,517,4,1,54.0,9.0,2049,0,2045,1285,162283.0,VA,6216884,188.33749999999998,35073
742,1990,51,87,384573.66827762104,511881.0,3718,2264,335,0,4798,890,586,17,3693,36,429,2160,681,153,3598,1886,17,8,483.0,67.0,6318,0,6301,3685,511398.0,VA,6216884,188.33749999999998,35073
743,1990,51,89,10078.5807059937,4517.0,247,7,0,0,48,180,22,0,208,3,23,20,24,1,214,15,0,0,0.0,0.0,254,0,254,208,4517.0,VA,6216884,188.33749999999998,35073
744,1990,51,91,217.0,376.0,4,1,0,0,5,0,0,0,3,0,1,1,0,0,5,0,0,0,0.0,0.0,5,0,5,3,376.0,VA,6216884,188.33749999999998,35073
745,1990,51,92,35.0,21.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,1,0,1,1,21.0,VA,6216884,188.33749999999998,35073
746,1990,51,93,29190.9680004734,9186.0,139,18,19,0,88,59,21,0,98,4,40,34,19,7,105,45,10,3,72.0,23.0,176,0,166,95,9114.0,VA,6216884,188.33749999999998,35073
747,1990,51,95,72467.1957687718,82289.0,586,154,80,0,588,75,137,4,537,5,30,248,38,17,528,237,8,3,57.0,17.0,820,0,812,534,82232.0,VA,6216884,188.33749999999998,35073
748,1990,51,97,1614.29035299687,2316.0,38,9,0,0,20,17,10,0,32,0,9,6,15,2,28,2,0,0,0.0,0.0,47,0,47,32,2316.0,VA,6216884,188.33749999999998,35073
749,1990,51,98,42.0,20.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,1,0,1,1,20.0,VA,6216884,188.33749999999998,35073
750,1990,51,99,8265.32282397499,10962.0,130,16,20,0,67,56,40,1,107,1,26,32,17,3,130,16,0,0,0.0,0.0,166,0,166,107,10962.0,VA,6216884,188.33749999999998,35073
751,1990,51,101,22649.6776474766,46410.0,251,37,19,0,110,44,17,1,134,3,12,158,32,12,231,32,0,0,0.0,0.0,307,0,307,134,46410.0,VA,6216884,188.33749999999998,35073
752,1990,51,103,9479.225882492181,11657.0,167,6,5,0,69,57,51,0,126,1,27,24,30,1,131,16,0,0,0.0,0.0,178,0,178,126,11657.0,VA,6216884,188.33749999999998,35073
753,1990,51,104,688.9355294953101,1291.0,7,1,0,0,6,0,2,0,6,1,0,1,0,0,5,3,0,0,0.0,0.0,8,0,8,6,1291.0,VA,6216884,188.33749999999998,35073
754,1990,51,105,1770.0,844.0,54,6,0,0,20,36,4,0,39,1,8,12,0,0,52,8,0,0,0.0,0.0,60,0,60,39,844.0,VA,6216884,188.33749999999998,35073
755,1990,51,106,4932.64517649844,7620.0,38,5,6,0,39,0,10,0,30,4,0,15,4,0,36,9,0,0,0.0,0.0,49,0,49,30,7620.0,VA,6216884,188.33749999999998,35073
756,1990,51,107,354102.91673061205,598368.0,3471,718,328,0,3083,595,770,15,2784,52,340,1341,145,263,2958,1151,22,3,2147.0,122.0,4517,0,4495,2781,596221.0,VA,6216884,188.33749999999998,35073
757,1990,51,108,5957.29035299687,13996.0,72,2,1,0,51,0,24,0,56,7,1,11,2,4,62,7,0,0,0.0,0.0,75,0,75,56,13996.0,VA,6216884,188.33749999999998,35073
758,1990,51,109,16194.4842359625,20107.0,200,29,23,0,150,53,49,0,177,4,18,53,32,5,177,38,0,0,0.0,0.0,252,0,252,177,20107.0,VA,6216884,188.33749999999998,35073
759,1990,51,110,2903.0,3769.0,19,2,6,0,19,0,8,0,16,4,1,6,0,2,23,2,0,0,0.0,0.0,27,0,27,16,3769.0,VA,6216884,188.33749999999998,35073
760,1990,51,111,1436.29035299687,1541.0,37,4,2,0,20,11,12,0,26,0,13,4,8,3,27,5,0,0,0.0,0.0,43,0,43,26,1541.0,VA,6216884,188.33749999999998,35073
761,1990,51,112,312.0,333.0,2,0,0,0,2,0,0,0,1,1,0,0,0,0,2,0,0,0,0.0,0.0,2,0,2,1,333.0,VA,6216884,188.33749999999998,35073
762,1990,51,113,6283.64517649844,6625.0,118,7,7,0,56,51,25,0,94,0,21,17,16,0,106,10,0,0,0.0,0.0,132,0,132,94,6625.0,VA,6216884,188.33749999999998,35073
763,1990,51,115,3718.0,5610.0,54,1,1,0,29,4,23,0,41,1,3,11,2,0,50,4,0,0,0.0,0.0,56,0,56,41,5610.0,VA,6216884,188.33749999999998,35073
764,1990,51,117,8323.93552949531,8089.0,177,17,3,0,114,50,31,0,132,2,43,20,38,2,141,16,1,1,10.0,10.0,197,0,196,131,8079.0,VA,6216884,188.33749999999998,35073
765,1990,51,119,3804.87105899062,3564.0,73,7,3,0,39,32,12,0,59,1,14,9,14,1,59,9,0,0,0.0,0.0,83,0,83,59,3564.0,VA,6216884,188.33749999999998,35073
766,1990,51,121,22233.8710589906,27873.0,380,72,21,0,283,128,59,3,390,2,39,42,15,17,426,15,0,0,0.0,0.0,473,0,473,390,27873.0,VA,6216884,188.33749999999998,35073
767,1990,51,122,597.0,906.0,3,2,2,0,7,0,0,0,4,0,0,3,0,0,7,0,0,0,0.0,0.0,7,0,7,4,906.0,VA,6216884,188.33749999999998,35073
768,1990,51,123,786.4517649843671,658.0,2,3,5,0,7,0,3,0,0,0,1,9,0,0,1,9,0,0,0.0,0.0,10,0,10,0,658.0,VA,6216884,188.33749999999998,35073
769,1990,51,125,22516.1614119875,17799.0,225,11,7,0,113,45,85,0,201,0,19,23,23,0,204,16,0,0,0.0,0.0,243,0,243,201,17799.0,VA,6216884,188.33749999999998,35073
770,1990,51,126,93.0,194.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,1,0,1,1,194.0,VA,6216884,188.33749999999998,35073
771,1990,51,127,14919.9684719249,21788.0,233,63,13,0,192,45,67,3,177,2,35,95,22,6,205,76,0,0,0.0,0.0,309,0,309,177,21788.0,VA,6216884,188.33749999999998,35073
772,1990,51,128,2416.3552949531,2325.0,1,15,15,0,24,0,7,0,1,0,0,30,0,0,1,30,0,0,0.0,0.0,31,0,31,1,2325.0,VA,6216884,188.33749999999998,35073
773,1990,51,129,10560.7105899062,5052.0,5,40,23,0,49,0,18,0,6,1,0,61,0,0,6,62,0,0,0.0,0.0,68,0,68,6,5052.0,VA,6216884,188.33749999999998,35073
774,1990,51,130,46.0,65.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0.0,0.0,1,0,1,0,65.0,VA,6216884,188.33749999999998,35073
775,1990,51,131,8232.64517649844,2427.0,48,1,2,0,16,11,22,0,24,2,19,6,10,2,28,11,0,0,0.0,0.0,51,0,51,24,2427.0,VA,6216884,188.33749999999998,35073
776,1990,51,132,134.0,237.0,3,0,0,0,3,0,0,0,2,0,1,0,0,0,3,0,0,0,0.0,0.0,3,0,3,2,237.0,VA,6216884,188.33749999999998,35073
777,1990,51,133,10620.5807059937,7331.0,128,4,1,0,53,49,31,0,91,0,25,17,36,1,83,13,0,0,0.0,0.0,133,0,133,91,7331.0,VA,6216884,188.33749999999998,35073
778,1990,51,135,1923.29035299687,1141.0,63,2,0,0,24,32,8,0,48,0,6,11,14,0,36,15,1,0,5.0,0.0,65,0,64,48,1136.0,VA,6216884,188.33749999999998,35073
779,1990,51,136,1386.32282397499,1305.0,1,9,7,0,15,0,2,0,0,1,0,16,0,0,0,17,0,0,0.0,0.0,17,0,17,0,1305.0,VA,6216884,188.33749999999998,35073
780,1990,51,137,18485.8715304422,22799.0,288,26,7,0,193,68,55,1,219,0,41,61,15,6,252,48,0,0,0.0,0.0,321,0,321,219,22799.0,VA,6216884,188.33749999999998,35073
781,1990,51,138,117.0,220.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,1,0,1,1,220.0,VA,6216884,188.33749999999998,35073
782,1990,51,139,5613.38729447968,5739.0,105,12,10,0,55,47,25,0,100,0,13,14,4,0,102,21,2,0,19.0,0.0,127,0,125,100,5720.0,VA,6216884,188.33749999999998,35073
783,1990,51,141,1371.64517649844,1043.0,37,4,1,0,20,17,4,1,36,1,2,3,0,0,39,3,0,0,0.0,0.0,42,0,42,36,1043.0,VA,6216884,188.33749999999998,35073
784,1990,51,142,14.0,15.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0.0,0.0,1,0,1,0,15.0,VA,6216884,188.33749999999998,35073
785,1990,51,143,42628.839530915604,41357.0,1021,125,55,0,665,325,205,2,898,25,180,98,165,17,905,114,0,0,0.0,0.0,1201,0,1201,898,41357.0,VA,6216884,188.33749999999998,35073
786,1990,51,145,21331.5171783921,26896.0,294,105,24,0,263,98,62,0,276,6,32,109,34,4,288,97,0,0,0.0,0.0,423,0,423,276,26896.0,VA,6216884,188.33749999999998,35073
787,1990,51,147,5548.58070599375,4274.0,135,9,3,0,52,51,43,0,103,2,25,17,48,0,86,13,1,0,13.0,0.0,147,0,146,103,4261.0,VA,6216884,188.33749999999998,35073
788,1990,51,148,53.0,118.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0,1,0,1,1,118.0,VA,6216884,188.33749999999998,35073
789,1990,51,149,23006.098355837403,30906.0,235,93,110,0,292,77,55,10,239,2,34,163,51,7,250,130,0,0,0.0,0.0,438,0,438,239,30906.0,VA,6216884,188.33749999999998,35073
790,1990,51,151,96.6451764984367,106.0,1,1,0,0,2,0,0,0,0,0,1,1,0,0,1,1,0,0,0.0,0.0,2,0,2,0,106.0,VA,6216884,188.33749999999998,35073
791,1990,51,153,782304.8941601141,876829.0,4293,2225,1637,0,5276,1376,1321,25,4879,89,869,2320,533,627,4580,2417,37,9,2131.0,396.0,8157,0,8120,4870,874698.0,VA,6216884,188.33749999999998,35073
792,1990,51,155,1837.93552949531,2270.0,33,13,2,0,33,5,8,0,35,0,5,8,1,0,41,6,0,0,0.0,0.0,48,0,48,35,2270.0,VA,6216884,188.33749999999998,35073
793,1990,51,156,786.4517649843671,828.0,0,8,2,0,10,0,0,0,0,0,0,10,0,0,0,10,0,0,0.0,0.0,10,0,10,0,828.0,VA,6216884,188.33749999999998,35073
794,1990,51,157,2874.58070599375,4542.0,33,1,1,0,19,7,8,0,22,1,2,10,1,1,30,3,0,0,0.0,0.0,35,0,35,22,4542.0,VA,6216884,188.33749999999998,35073
795,1990,51,158,42.0,2.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,1,0,1,0,2.0,VA,6216884,188.33749999999998,35073
796,1990,51,159,4634.03247097811,5950.0,55,29,11,0,56,14,14,0,34,1,16,44,19,2,41,33,0,0,0.0,0.0,95,0,95,34,5950.0,VA,6216884,188.33749999999998,35073
797,1990,51,160,0.0,62.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0,1,0,1,0,62.0,VA,6216884,188.33749999999998,35073
798,1990,51,161,108412.71530442199,135684.0,1399,529,140,1,1461,349,239,10,1387,21,135,527,32,39,1536,463,0,0,0.0,0.0,2070,0,2070,1387,135684.0,VA,6216884,188.33749999999998,35073
799,1990,51,162,20.0,15.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,1,0,1,0,15.0,VA,6216884,188.33749999999998,35073
800,1990,51,163,4089.2903529968708,3906.0,111,2,1,0,45,49,19,1,88,1,17,8,8,0,102,4,0,0,0.0,0.0,114,0,114,88,3906.0,VA,6216884,188.33749999999998,35073
801,1990,51,164,31.0,15.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,1,0,1,1,15.0,VA,6216884,188.33749999999998,35073
802,1990,51,165,15955.193882965601,23940.0,291,30,11,0,235,41,53,1,259,0,32,41,2,4,278,48,1,0,14.0,0.0,332,0,331,259,23926.0,VA,6216884,188.33749999999998,35073
803,1990,51,167,10219.290352996899,3930.0,206,8,1,0,68,135,10,2,166,3,29,17,3,6,196,10,0,0,0.0,0.0,215,0,215,166,3930.0,VA,6216884,188.33749999999998,35073
804,1990,51,169,5458.74211798124,3517.0,158,11,2,0,53,85,32,0,132,0,28,11,2,2,162,5,0,0,0.0,0.0,171,0,171,132,3517.0,VA,6216884,188.33749999999998,35073
805,1990,51,171,10523.6131769719,12064.0,154,17,15,0,121,26,36,0,134,1,17,34,2,2,120,62,7,1,65.0,9.0,186,0,179,133,11999.0,VA,6216884,188.33749999999998,35073
806,1990,51,173,16979.5162354891,4575.0,242,6,2,0,73,150,19,5,186,0,48,16,4,0,234,12,0,0,0.0,0.0,250,0,250,186,4575.0,VA,6216884,188.33749999999998,35073
807,1990,51,175,2757.22588249218,2199.0,54,7,3,0,23,34,7,0,40,1,12,11,16,2,35,11,1,1,9.0,9.0,64,0,63,39,2190.0,VA,6216884,188.33749999999998,35073
808,1990,51,177,75315.9703577313,101477.0,634,161,218,0,670,184,147,2,636,8,108,261,66,34,694,219,6,0,103.0,0.0,1013,0,1007,636,101374.0,VA,6216884,188.33749999999998,35073
809,1990,51,179,309520.814603161,329488.912638312,1633,609,619,0,1970,421,419,6,1773,23,252,814,151,110,1850,751,4,0,395.0,0.0,2862,0,2858,1773,329093.912638312,VA,6216884,188.33749999999998,35073
810,1990,51,181,610.645176498437,730.0,11,0,5,0,7,4,3,0,6,0,2,8,5,0,6,5,0,0,0.0,0.0,16,0,16,6,730.0,VA,6216884,188.33749999999998,35073
811,1990,51,183,1429.93552949531,1440.0,26,3,1,0,13,11,6,0,20,0,3,7,9,0,14,7,0,0,0.0,0.0,30,0,30,20,1440.0,VA,6216884,188.33749999999998,35073
812,1990,51,185,11875.1614119875,7770.0,301,10,13,0,117,198,7,1,249,4,44,27,12,4,293,15,0,0,0.0,0.0,324,0,324,249,7770.0,VA,6216884,188.33749999999998,35073
813,1990,51,186,12163.8409452702,12664.0,8,62,80,0,129,0,21,0,6,0,2,142,0,1,4,145,0,0,0.0,0.0,150,0,150,6,12664.0,VA,6216884,188.33749999999998,35073
814,1990,51,187,23140.1623548906,16494.0,113,56,45,0,168,12,26,0,139,0,24,51,4,2,117,91,1,0,9.0,0.0,214,0,213,139,16485.0,VA,6216884,188.33749999999998,35073
815,1990,51,189,5184.7105899062,5988.0,18,20,30,0,63,0,5,0,7,0,6,55,0,2,16,50,0,0,0.0,0.0,68,0,68,7,5988.0,VA,6216884,188.33749999999998,35073
816,1990,51,191,48650.0014143546,37225.0,974,64,21,0,527,352,166,6,788,11,146,114,19,13,939,88,0,0,0.0,0.0,1059,0,1059,788,37225.0,VA,6216884,188.33749999999998,35073
817,1990,51,193,5387.58070599375,5803.0,106,8,4,0,42,47,26,1,81,0,18,19,18,3,80,17,0,0,0.0,0.0,118,0,118,81,5803.0,VA,6216884,188.33749999999998,35073
818,1990,51,195,40590.871058990604,13441.0,484,28,1,0,110,373,25,2,384,6,69,54,6,1,479,27,0,0,0.0,0.0,513,0,513,384,13441.0,VA,6216884,188.33749999999998,35073
819,1990,51,197,7766.0969414828005,7045.0,185,13,12,0,65,117,18,1,154,1,35,20,7,3,188,12,0,0,0.0,0.0,210,0,210,154,7045.0,VA,6216884,188.33749999999998,35073
820,1990,51,199,102589.745889594,86945.0,514,144,201,0,606,106,123,5,390,1,46,422,36,22,401,400,4,2,25.0,11.0,859,0,855,388,86920.0,VA,6216884,188.33749999999998,35073
821,1990,51,201,135.0,216.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0.0,0.0,1,0,1,0,216.0,VA,6216884,188.33749999999998,35073
822,1990,51,301,157.290352996873,216.0,1,1,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0.0,0.0,2,0,2,0,216.0,VA,6216884,188.33749999999998,35073
823,1990,51,307,235.93552949531,322.0,0,1,2,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0.0,0.0,3,0,3,0,322.0,VA,6216884,188.33749999999998,35073
824,1990,51,319,78.6451764984367,175.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0,1,0,1,0,175.0,VA,6216884,188.33749999999998,35073
