,year,state,race,sex,age,population
22830,1991,MA,2,1,1,90759
22831,1991,MA,2,1,2,78208
22832,1991,MA,2,1,3,47768
22833,1991,MA,2,1,4,20321
22834,1991,MA,2,1,5,10715
22835,1991,MA,2,2,1,89454
22836,1991,MA,2,2,2,80937
22837,1991,MA,2,2,3,50629
22838,1991,MA,2,2,4,23922
22839,1991,MA,2,2,5,16260
22840,1991,MD,1,1,1,453524
22841,1991,MD,1,1,2,435472
22842,1991,MD,1,1,3,396299
22843,1991,MD,1,1,4,235314
22844,1991,MD,1,1,5,174825
22845,1991,MD,1,2,1,429684
22846,1991,MD,1,2,2,429391
22847,1991,MD,1,2,3,398891
22848,1991,MD,1,2,4,245946
22849,1991,MD,1,2,5,263605
22850,1991,MD,2,1,1,228886
22851,1991,MD,2,1,2,187444
22852,1991,MD,2,1,3,141635
22853,1991,MD,2,1,4,70737
22854,1991,MD,2,1,5,35660
22855,1991,MD,2,2,1,223662
22856,1991,MD,2,2,2,209990
22857,1991,MD,2,2,3,169642
22858,1991,MD,2,2,4,82264
22859,1991,MD,2,2,5,54770
22860,1991,ME,1,1,1,173613
22861,1991,ME,1,1,2,138974
22862,1991,ME,1,1,3,134716
22863,1991,ME,1,1,4,79422
22864,1991,ME,1,1,5,66358
22865,1991,ME,1,2,1,164784
22866,1991,ME,1,2,2,141348
22867,1991,ME,1,2,3,135372
22868,1991,ME,1,2,4,84725
22869,1991,ME,1,2,5,99579
22870,1991,ME,2,1,1,3576
22871,1991,ME,2,1,2,3063
22872,1991,ME,2,1,3,1806
22873,1991,ME,2,1,4,662
22874,1991,ME,2,1,5,246
22875,1991,ME,2,2,1,3452
22876,1991,ME,2,2,2,2616
22877,1991,ME,2,2,3,1736
22878,1991,ME,2,2,4,704
22879,1991,ME,2,2,5,329
22880,1991,MI,1,1,1,1138555
22881,1991,MI,1,1,2,946243
22882,1991,MI,1,1,3,851034
22883,1991,MI,1,1,4,520234
22884,1991,MI,1,1,5,407552
22885,1991,MI,1,2,1,1080875
22886,1991,MI,1,2,2,947685
22887,1991,MI,1,2,3,856803
22888,1991,MI,1,2,4,551200
22889,1991,MI,1,2,5,602144
22890,1991,MI,2,1,1,274793
22891,1991,MI,2,1,2,175783
22892,1991,MI,2,1,3,136896
22893,1991,MI,2,1,4,69656
22894,1991,MI,2,1,5,48881
22895,1991,MI,2,2,1,270935
22896,1991,MI,2,2,2,201696
22897,1991,MI,2,2,3,162892
22898,1991,MI,2,2,4,84829
22899,1991,MI,2,2,5,71760
22900,1991,MN,1,1,1,615415
22901,1991,MN,1,1,2,511595
22902,1991,MN,1,1,3,453342
22903,1991,MN,1,1,4,258296
22904,1991,MN,1,1,5,221956
22905,1991,MN,1,2,1,585188
22906,1991,MN,1,2,2,511957
22907,1991,MN,1,2,3,450711
22908,1991,MN,1,2,4,268555
22909,1991,MN,1,2,5,325610
22910,1991,MN,2,1,1,54067
22911,1991,MN,2,1,2,33771
22912,1991,MN,2,1,3,20656
22913,1991,MN,2,1,4,7477
22914,1991,MN,2,1,5,3319
22915,1991,MN,2,2,1,54280
22916,1991,MN,2,2,2,32452
22917,1991,MN,2,2,3,19581
22918,1991,MN,2,2,4,8034
22919,1991,MN,2,2,5,4597
22920,1991,MO,1,1,1,642076
22921,1991,MO,1,1,2,524346
22922,1991,MO,1,1,3,463443
22923,1991,MO,1,1,4,305316
22924,1991,MO,1,1,5,265736
22925,1991,MO,1,2,1,609460
22926,1991,MO,1,2,2,526003
22927,1991,MO,1,2,3,474660
22928,1991,MO,1,2,4,328214
22929,1991,MO,1,2,5,407109
22930,1991,MO,2,1,1,114057
22931,1991,MO,2,1,2,75865
22932,1991,MO,2,1,3,52944
22933,1991,MO,2,1,4,28875
22934,1991,MO,2,1,5,20111
22935,1991,MO,2,2,1,111720
22936,1991,MO,2,2,2,85406
22937,1991,MO,2,2,3,65165
22938,1991,MO,2,2,4,37520
22939,1991,MO,2,2,5,32774
22940,1991,MS,1,1,1,229851
22941,1991,MS,1,1,2,190947
22942,1991,MS,1,1,3,171051
22943,1991,MS,1,1,4,119191
22944,1991,MS,1,1,5,91333
22945,1991,MS,1,2,1,215439
22946,1991,MS,1,2,2,185977
22947,1991,MS,1,2,3,172776
22948,1991,MS,1,2,4,128804
22949,1991,MS,1,2,5,141672
22950,1991,MS,2,1,1,193074
22951,1991,MS,2,1,2,104010
22952,1991,MS,2,1,3,72763
22953,1991,MS,2,1,4,36778
22954,1991,MS,2,1,5,35337
22955,1991,MS,2,2,1,191446
22956,1991,MS,2,2,2,125438
22957,1991,MS,2,2,3,87094
22958,1991,MS,2,2,4,50290
22959,1991,MS,2,2,5,55462
22960,1991,MT,1,1,1,114826
22961,1991,MT,1,1,2,76391
22962,1991,MT,1,1,3,86192
22963,1991,MT,1,1,4,50896
22964,1991,MT,1,1,5,45914
22965,1991,MT,1,2,1,107996
22966,1991,MT,1,2,2,76647
22967,1991,MT,1,2,3,83734
22968,1991,MT,1,2,4,51546
22969,1991,MT,1,2,5,60260
22970,1991,MT,2,1,1,12704
22971,1991,MT,2,1,2,6882
22972,1991,MT,2,1,3,4649
22973,1991,MT,2,1,4,2120
22974,1991,MT,2,1,5,1014
22975,1991,MT,2,2,1,12128
22976,1991,MT,2,2,2,7000
22977,1991,MT,2,2,3,4932
22978,1991,MT,2,2,4,2495
22979,1991,MT,2,2,5,1354
22980,1991,NC,1,1,1,656760
22981,1991,NC,1,1,2,671338
22982,1991,NC,1,1,3,563463
22983,1991,NC,1,1,4,359284
22984,1991,NC,1,1,5,269048
22985,1991,NC,1,2,1,620737
22986,1991,NC,1,2,2,627996
22987,1991,NC,1,2,3,567885
22988,1991,NC,1,2,4,392262
22989,1991,NC,1,2,5,412242
22990,1991,NC,2,1,1,287014
22991,1991,NC,2,1,2,208840
22992,1991,NC,2,1,3,148134
22993,1991,NC,2,1,4,73442
22994,1991,NC,2,1,5,54562
22995,1991,NC,2,2,1,282380
22996,1991,NC,2,2,2,228908
22997,1991,NC,2,2,3,172769
22998,1991,NC,2,2,4,94479
22999,1991,NC,2,2,5,92737
23000,1991,ND,1,1,1,90198
23001,1991,ND,1,1,2,71938
23002,1991,ND,1,1,3,61886
23003,1991,ND,1,1,4,37811
23004,1991,ND,1,1,5,38709
23005,1991,ND,1,2,1,84940
23006,1991,ND,1,2,2,67310
23007,1991,ND,1,2,3,58360
23008,1991,ND,1,2,4,39297
23009,1991,ND,1,2,5,52388
23010,1991,ND,2,1,1,7851
23011,1991,ND,2,1,2,4648
23012,1991,ND,2,1,3,2418
23013,1991,ND,2,1,4,1026
23014,1991,ND,2,1,5,469
23015,1991,ND,2,2,1,7262
23016,1991,ND,2,2,2,4741
23017,1991,ND,2,2,3,2645
23018,1991,ND,2,2,4,1218
23019,1991,ND,2,2,5,638
23020,1991,NE,1,1,1,228057
23021,1991,NE,1,1,2,171634
23022,1991,NE,1,1,3,154410
23023,1991,NE,1,1,4,95482
23024,1991,NE,1,1,5,88820
23025,1991,NE,1,2,1,217382
23026,1991,NE,1,2,2,168818
23027,1991,NE,1,2,3,154015
23028,1991,NE,1,2,4,100998
23029,1991,NE,1,2,5,132132
23030,1991,NE,2,1,1,17526
23031,1991,NE,2,1,2,11300
23032,1991,NE,2,1,3,6954
23033,1991,NE,2,1,4,3365
23034,1991,NE,2,1,5,1759
23035,1991,NE,2,2,1,16674
23036,1991,NE,2,2,2,11989
23037,1991,NE,2,2,3,7941
23038,1991,NE,2,2,4,3883
23039,1991,NE,2,2,5,2780
23040,1991,NH,1,1,1,155305
23041,1991,NH,1,1,2,134811
23042,1991,NH,1,1,3,125625
23043,1991,NH,1,1,4,66539
23044,1991,NH,1,1,5,51230
23045,1991,NH,1,2,1,149433
23046,1991,NH,1,2,2,137994
23047,1991,NH,1,2,3,125094
23048,1991,NH,1,2,4,68701
23049,1991,NH,1,2,5,76716
23050,1991,NH,2,1,1,3198
23051,1991,NH,2,1,2,3137
23052,1991,NH,2,1,3,2093
23053,1991,NH,2,1,4,780
23054,1991,NH,2,1,5,267
23055,1991,NH,2,2,1,3083
23056,1991,NH,2,2,2,2827
23057,1991,NH,2,2,3,2072
23058,1991,NH,2,2,4,709
23059,1991,NH,2,2,5,315
23060,1991,NJ,1,1,1,813478
23061,1991,NJ,1,1,2,766732
23062,1991,NJ,1,1,3,696408
23063,1991,NJ,1,1,4,445733
23064,1991,NJ,1,1,5,378241
23065,1991,NJ,1,2,1,771148
23066,1991,NJ,1,2,2,754767
23067,1991,NJ,1,2,3,715677
23068,1991,NJ,1,2,4,483332
23069,1991,NJ,1,2,5,573271
23070,1991,NJ,2,1,1,238059
23071,1991,NJ,2,1,2,187919
23072,1991,NJ,2,1,3,141008
23073,1991,NJ,2,1,4,73716
23074,1991,NJ,2,1,5,36266
23075,1991,NJ,2,2,1,230156
23076,1991,NJ,2,2,2,201948
23077,1991,NJ,2,2,3,162685
23078,1991,NJ,2,2,4,86721
23079,1991,NJ,2,2,5,57411
23080,1991,NM,1,1,1,217707
23081,1991,NM,1,1,2,156861
23082,1991,NM,1,1,3,143657
23083,1991,NM,1,1,4,85080
23084,1991,NM,1,1,5,68508
23085,1991,NM,1,2,1,208080
23086,1991,NM,1,2,2,156137
23087,1991,NM,1,2,3,145726
23088,1991,NM,1,2,4,91286
23089,1991,NM,1,2,5,89760
23090,1991,NM,2,1,1,41288
23091,1991,NM,2,1,2,24938
23092,1991,NM,2,1,3,16029
23093,1991,NM,2,1,4,7296
23094,1991,NM,2,1,5,4404
23095,1991,NM,2,2,1,40820
23096,1991,NM,2,2,2,24960
23097,1991,NM,2,2,3,17786
23098,1991,NM,2,2,4,9126
23099,1991,NM,2,2,5,5856
23100,1991,NV,1,1,1,155182
23101,1991,NV,1,1,2,150324
23102,1991,NV,1,1,3,133239
23103,1991,NV,1,1,4,84283
23104,1991,NV,1,1,5,60145
23105,1991,NV,1,2,1,147202
23106,1991,NV,1,2,2,136930
23107,1991,NV,1,2,3,122726
23108,1991,NV,1,2,4,79853
23109,1991,NV,1,2,5,70801
23110,1991,NV,2,1,1,27867
23111,1991,NV,2,1,2,22237
23112,1991,NV,2,1,3,15322
23113,1991,NV,2,1,4,7676
23114,1991,NV,2,1,5,3585
23115,1991,NV,2,2,1,26512
23116,1991,NV,2,2,2,21651
23117,1991,NV,2,2,3,17334
23118,1991,NV,2,2,4,8822
23119,1991,NV,2,2,5,4480
23120,1991,NY,1,1,1,1841828
23121,1991,NY,1,1,2,1729068
23122,1991,NY,1,1,3,1482485
23123,1991,NY,1,1,4,965577
23124,1991,NY,1,1,5,815167
23125,1991,NY,1,2,1,1744052
23126,1991,NY,1,2,2,1721641
23127,1991,NY,1,2,3,1539373
23128,1991,NY,1,2,4,1065946
23129,1991,NY,1,2,5,1263516
23130,1991,NY,2,1,1,647747
23131,1991,NY,2,1,2,529590
23132,1991,NY,2,1,3,378899
23133,1991,NY,2,1,4,203171
23134,1991,NY,2,1,5,103299
23135,1991,NY,2,2,1,634171
23136,1991,NY,2,2,2,571893
23137,1991,NY,2,2,3,448269
23138,1991,NY,2,2,4,259656
23139,1991,NY,2,2,5,177162
23140,1991,OH,1,1,1,1363868
23141,1991,OH,1,1,2,1122931
23142,1991,OH,1,1,3,1012177
23143,1991,OH,1,1,4,644503
23144,1991,OH,1,1,5,520863
23145,1991,OH,1,2,1,1300668
23146,1991,OH,1,2,2,1137671
23147,1991,OH,1,2,3,1038925
23148,1991,OH,1,2,4,701042
23149,1991,OH,1,2,5,796601
23150,1991,OH,2,1,1,233317
23151,1991,OH,2,1,2,151579
23152,1991,OH,2,1,3,114519
23153,1991,OH,2,1,4,68809
23154,1991,OH,2,1,5,45779
23155,1991,OH,2,2,1,226589
23156,1991,OH,2,2,2,173907
23157,1991,OH,2,2,3,138333
23158,1991,OH,2,2,4,84923
23159,1991,OH,2,2,5,68758
23160,1991,OK,1,1,1,375463
23161,1991,OK,1,1,2,298494
23162,1991,OK,1,1,3,272721
23163,1991,OK,1,1,4,180962
23164,1991,OK,1,1,5,156158
23165,1991,OK,1,2,1,354682
23166,1991,OK,1,2,2,293516
23167,1991,OK,1,2,3,277970
23168,1991,OK,1,2,4,195320
23169,1991,OK,1,2,5,231610
23170,1991,OK,2,1,1,109193
23171,1991,OK,2,1,2,67948
23172,1991,OK,2,1,3,45607
23173,1991,OK,2,1,4,23697
23174,1991,OK,2,1,5,16427
23175,1991,OK,2,2,1,104377
23176,1991,OK,2,2,2,67410
23177,1991,OK,2,2,3,50342
23178,1991,OK,2,2,4,28009
23179,1991,OK,2,2,5,25534
23180,1991,OR,1,1,1,393280
23181,1991,OR,1,1,2,302397
23182,1991,OR,1,1,3,321623
23183,1991,OR,1,1,4,174806
23184,1991,OR,1,1,5,165265
23185,1991,OR,1,2,1,372888
23186,1991,OR,1,2,2,298824
23187,1991,OR,1,2,3,320966
23188,1991,OR,1,2,4,183764
23189,1991,OR,1,2,5,226768
23190,1991,OR,2,1,1,31493
23191,1991,OR,2,1,2,24408
23192,1991,OR,2,1,3,16863
23193,1991,OR,2,1,4,6999
23194,1991,OR,2,1,5,3904
23195,1991,OR,2,2,1,30752
23196,1991,OR,2,2,2,22918
23197,1991,OR,2,2,3,17395
23198,1991,OR,2,2,4,7995
23199,1991,OR,2,2,5,5199
23200,1991,PA,1,1,1,1398265
23201,1991,PA,1,1,2,1208701
23202,1991,PA,1,1,3,1108813
23203,1991,PA,1,1,4,737217
23204,1991,PA,1,1,5,684191
23205,1991,PA,1,2,1,1329557
23206,1991,PA,1,2,2,1220503
23207,1991,PA,1,2,3,1131869
23208,1991,PA,1,2,4,815346
23209,1991,PA,1,2,5,1049912
23210,1991,PA,2,1,1,219377
23211,1991,PA,2,1,2,162453
23212,1991,PA,2,1,3,115830
23213,1991,PA,2,1,4,66571
23214,1991,PA,2,1,5,46540
23215,1991,PA,2,2,1,214059
23216,1991,PA,2,2,2,173794
23217,1991,PA,2,2,3,137461
23218,1991,PA,2,2,4,85841
23219,1991,PA,2,2,5,75864
23220,1991,RI,1,1,1,118877
23221,1991,RI,1,1,2,119622
23222,1991,RI,1,1,3,96521
23223,1991,RI,1,1,4,58880
23224,1991,RI,1,1,5,56825
23225,1991,RI,1,2,1,113318
23226,1991,RI,1,2,2,120070
23227,1991,RI,1,2,3,99647
23228,1991,RI,1,2,4,65988
23229,1991,RI,1,2,5,91228
23230,1991,RI,2,1,1,13648
23231,1991,RI,2,1,2,10547
23232,1991,RI,2,1,3,6294
23233,1991,RI,2,1,4,2659
23234,1991,RI,2,1,5,1395
23235,1991,RI,2,2,1,13044
23236,1991,RI,2,2,2,10506
23237,1991,RI,2,2,3,6330
23238,1991,RI,2,2,4,3189
23239,1991,RI,2,2,5,2061
23240,1991,SC,1,1,1,330534
23241,1991,SC,1,1,2,315304
23242,1991,SC,1,1,3,271570
23243,1991,SC,1,1,4,172113
23244,1991,SC,1,1,5,124344
23245,1991,SC,1,2,1,312489
23246,1991,SC,1,2,2,298591
23247,1991,SC,1,2,3,270266
23248,1991,SC,1,2,4,185809
23249,1991,SC,1,2,5,187004
23250,1991,SC,2,1,1,205316
23251,1991,SC,2,1,2,129962
23252,1991,SC,2,1,3,97381
23253,1991,SC,2,1,4,46743
23254,1991,SC,2,1,5,35787
23255,1991,SC,2,2,1,203237
23256,1991,SC,2,2,2,147613
23257,1991,SC,2,2,3,114820
23258,1991,SC,2,2,4,61267
23259,1991,SC,2,2,5,60254
23260,1991,SD,1,1,1,98513
23261,1991,SD,1,1,2,71494
23262,1991,SD,1,1,3,64667
23263,1991,SD,1,1,4,41222
23264,1991,SD,1,1,5,42227
23265,1991,SD,1,2,1,94369
23266,1991,SD,1,2,2,69328
23267,1991,SD,1,2,3,61927
23268,1991,SD,1,2,4,43378
23269,1991,SD,1,2,5,58641
23270,1991,SD,2,1,1,14645
23271,1991,SD,2,1,2,7057
23272,1991,SD,2,1,3,4119
23273,1991,SD,2,1,4,1955
23274,1991,SD,2,1,5,1034
23275,1991,SD,2,2,1,14141
23276,1991,SD,2,2,2,6839
23277,1991,SD,2,2,3,4496
23278,1991,SD,2,2,4,2194
23279,1991,SD,2,2,5,1423
23280,1991,TN,1,1,1,555283
23281,1991,TN,1,1,2,488415
23282,1991,TN,1,1,3,450221
23283,1991,TN,1,1,4,288477
23284,1991,TN,1,1,5,218570
23285,1991,TN,1,2,1,523684
23286,1991,TN,1,2,2,489619
23287,1991,TN,1,2,3,458738
23288,1991,TN,1,2,4,314151
23289,1991,TN,1,2,5,337034
23290,1991,TN,2,1,1,153978
23291,1991,TN,2,1,2,101800
23292,1991,TN,2,1,3,72676
23293,1991,TN,2,1,4,35521
23294,1991,TN,2,1,5,28400
23295,1991,TN,2,2,1,149687
23296,1991,TN,2,2,2,118019
23297,1991,TN,2,2,3,88146
23298,1991,TN,2,2,4,47766
23299,1991,TN,2,2,5,46402
23300,1991,TX,1,1,1,2366890
23301,1991,TX,1,1,2,1912746
23302,1991,TX,1,1,3,1549331
23303,1991,TX,1,1,4,871224
23304,1991,TX,1,1,5,646907
23305,1991,TX,1,2,1,2250259
23306,1991,TX,1,2,2,1846323
23307,1991,TX,1,2,3,1546534
23308,1991,TX,1,2,4,931432
23309,1991,TX,1,2,5,944680
23310,1991,TX,2,1,1,465427
23311,1991,TX,2,1,2,344999
23312,1991,TX,2,1,3,238326
23313,1991,TX,2,1,4,107130
23314,1991,TX,2,1,5,68598
23315,1991,TX,2,2,1,450117
23316,1991,TX,2,2,2,357898
23317,1991,TX,2,2,3,263875
23318,1991,TX,2,2,4,129230
23319,1991,TX,2,2,5,106079
23320,1991,UT,1,1,1,340669
23321,1991,UT,1,1,2,203328
23322,1991,UT,1,1,3,154500
23323,1991,UT,1,1,4,82573
23324,1991,UT,1,1,5,65583
23325,1991,UT,1,2,1,326558
23326,1991,UT,1,2,2,202487
23327,1991,UT,1,2,3,154330
23328,1991,UT,1,2,4,86721
23329,1991,UT,1,2,5,87380
23330,1991,UT,2,1,1,16329
23331,1991,UT,2,1,2,11904
23332,1991,UT,2,1,3,6264
23333,1991,UT,2,1,4,2323
23334,1991,UT,2,1,5,1465
23335,1991,UT,2,2,1,15973
23336,1991,UT,2,2,2,10699
23337,1991,UT,2,2,3,6423
23338,1991,UT,2,2,4,2628
23339,1991,UT,2,2,5,1643
23340,1991,VA,1,1,1,654989
23341,1991,VA,1,1,2,655271
23342,1991,VA,1,1,3,566084
23343,1991,VA,1,1,4,323801
23344,1991,VA,1,1,5,224142
23345,1991,VA,1,2,1,617801
23346,1991,VA,1,2,2,622397
23347,1991,VA,1,2,3,567052
23348,1991,VA,1,2,4,338129
23349,1991,VA,1,2,5,341347
23350,1991,VA,2,1,1,230964
23351,1991,VA,2,1,2,189794
23352,1991,VA,2,1,3,132450
23353,1991,VA,2,1,4,66609
23354,1991,VA,2,1,5,45980
23355,1991,VA,2,2,1,226761
23356,1991,VA,2,2,2,197324
23357,1991,VA,2,2,3,149514
23358,1991,VA,2,2,4,80579
23359,1991,VA,2,2,5,70229
23360,1991,VT,1,1,1,81683
23361,1991,VT,1,1,2,67077
23362,1991,VT,1,1,3,64460
23363,1991,VT,1,1,4,34662
23364,1991,VT,1,1,5,27026
23365,1991,VT,1,2,1,77557
23366,1991,VT,1,2,2,68046
23367,1991,VT,1,2,3,64815
23368,1991,VT,1,2,4,36103
23369,1991,VT,1,2,5,40274
23370,1991,VT,2,1,1,1329
23371,1991,VT,2,1,2,1190
23372,1991,VT,2,1,3,667
23373,1991,VT,2,1,4,244
23374,1991,VT,2,1,5,94
23375,1991,VT,2,2,1,1301
23376,1991,VT,2,2,2,1092
23377,1991,VT,2,2,3,685
23378,1991,VT,2,2,4,218
23379,1991,VT,2,2,5,83
23380,1991,WA,1,1,1,657868
23381,1991,WA,1,1,2,548807
23382,1991,WA,1,1,3,528179
23383,1991,WA,1,1,4,281694
23384,1991,WA,1,1,5,236203
23385,1991,WA,1,2,1,622875
23386,1991,WA,1,2,2,531789
23387,1991,WA,1,2,3,521058
23388,1991,WA,1,2,4,286041
23389,1991,WA,1,2,5,325755
23390,1991,WA,2,1,1,89942
23391,1991,WA,2,1,2,70135
23392,1991,WA,2,1,3,48663
23393,1991,WA,2,1,4,20554
23394,1991,WA,2,1,5,11584
23395,1991,WA,2,2,1,86727
23396,1991,WA,2,2,2,66503
23397,1991,WA,2,2,3,51925
23398,1991,WA,2,2,4,24554
23399,1991,WA,2,2,5,14768
23400,1991,WI,1,1,1,663481
23401,1991,WI,1,1,2,546126
23402,1991,WI,1,1,3,489021
23403,1991,WI,1,1,4,298072
23404,1991,WI,1,1,5,263608
23405,1991,WI,1,2,1,630363
23406,1991,WI,1,2,2,541451
23407,1991,WI,1,2,3,482835
23408,1991,WI,1,2,4,310277
23409,1991,WI,1,2,5,383298
23410,1991,WI,2,1,1,80069
23411,1991,WI,2,1,2,44222
23412,1991,WI,2,1,3,27890
23413,1991,WI,2,1,4,12946
23414,1991,WI,2,1,5,5848
23415,1991,WI,2,2,1,77806
23416,1991,WI,2,2,2,50056
23417,1991,WI,2,2,3,32861
23418,1991,WI,2,2,4,15479
23419,1991,WI,2,2,5,8634
23420,1991,WV,1,1,1,241608
23421,1991,WV,1,1,2,179253
23422,1991,WV,1,1,3,184900
23423,1991,WV,1,1,4,123722
23424,1991,WV,1,1,5,104991
23425,1991,WV,1,2,1,228307
23426,1991,WV,1,2,2,187552
23427,1991,WV,1,2,3,188489
23428,1991,WV,1,2,4,136831
23429,1991,WV,1,2,5,157584
23430,1991,WV,2,1,1,10938
23431,1991,WV,2,1,2,7363
23432,1991,WV,2,1,3,6052
23433,1991,WV,2,1,4,3243
23434,1991,WV,2,1,5,3243
23435,1991,WV,2,2,1,10461
23436,1991,WV,2,2,2,7719
23437,1991,WV,2,2,3,6570
23438,1991,WV,2,2,4,4296
23439,1991,WV,2,2,5,5613
23440,1991,WY,1,1,1,73899
23441,1991,WY,1,1,2,47775
23442,1991,WY,1,1,3,52057
23443,1991,WY,1,1,4,27809
23444,1991,WY,1,1,5,20535
23445,1991,WY,1,2,1,69815
23446,1991,WY,1,2,2,47302
23447,1991,WY,1,2,3,49183
23448,1991,WY,1,2,4,27525
23449,1991,WY,1,2,5,27219
23450,1991,WY,2,1,1,3570
23451,1991,WY,2,1,2,2210
23452,1991,WY,2,1,3,1437
23453,1991,WY,2,1,4,618
23454,1991,WY,2,1,5,280
23455,1991,WY,2,2,1,3235
23456,1991,WY,2,2,2,2086
23457,1991,WY,2,2,3,1584
23458,1991,WY,2,2,4,742
23459,1991,WY,2,2,5,379
23460,1992,AK,1,1,1,74577
23461,1992,AK,1,1,2,61745
23462,1992,AK,1,1,3,68315
23463,1992,AK,1,1,4,25662
23464,1992,AK,1,1,5,9061
23465,1992,AK,1,2,1,68407
23466,1992,AK,1,2,2,52878
23467,1992,AK,1,2,3,57771
23468,1992,AK,1,2,4,20845
23469,1992,AK,1,2,5,10031
23470,1992,AK,2,1,1,29519
23471,1992,AK,2,1,2,19001
23472,1992,AK,2,1,3,13674
23473,1992,AK,2,1,4,5647
23474,1992,AK,2,1,5,2693
23475,1992,AK,2,2,1,28436
23476,1992,AK,2,2,2,17693
23477,1992,AK,2,2,3,13486
23478,1992,AK,2,2,4,6003
23479,1992,AK,2,2,5,3292
23480,1992,AL,1,1,1,406950
23481,1992,AL,1,1,2,355103
23482,1992,AL,1,1,3,331152
23483,1992,AL,1,1,4,221483
23484,1992,AL,1,1,5,169186
23485,1992,AL,1,2,1,384089
23486,1992,AL,1,2,2,349114
23487,1992,AL,1,2,3,335033
23488,1992,AL,1,2,4,240445
23489,1992,AL,1,2,5,259125
23490,1992,AL,2,1,1,204925
23491,1992,AL,2,1,2,120201
23492,1992,AL,2,1,3,94752
23493,1992,AL,2,1,4,48157
23494,1992,AL,2,1,5,41446
23495,1992,AL,2,2,1,202606
23496,1992,AL,2,2,2,141943
23497,1992,AL,2,2,3,113961
23498,1992,AL,2,2,4,64801
23499,1992,AL,2,2,5,69542
23500,1992,AR,1,1,1,280440
23501,1992,AR,1,1,2,215917
23502,1992,AR,1,1,3,206057
23503,1992,AR,1,1,4,141837
23504,1992,AR,1,1,5,130231
23505,1992,AR,1,2,1,263698
23506,1992,AR,1,2,2,214057
23507,1992,AR,1,2,3,210521
23508,1992,AR,1,2,4,153765
23509,1992,AR,1,2,5,186309
23510,1992,AR,2,1,1,83542
23511,1992,AR,2,1,2,43253
23512,1992,AR,2,1,3,33300
23513,1992,AR,2,1,4,16317
23514,1992,AR,2,1,5,16309
23515,1992,AR,2,2,1,81969
23516,1992,AR,2,2,2,51247
23517,1992,AR,2,2,3,39531
23518,1992,AR,2,2,4,21528
23519,1992,AR,2,2,5,26156
23520,1992,AZ,1,1,1,505742
23521,1992,AZ,1,1,2,429259
23522,1992,AZ,1,1,3,359363
23523,1992,AZ,1,1,4,213505
23524,1992,AZ,1,1,5,218412
23525,1992,AZ,1,2,1,479276
23526,1992,AZ,1,2,2,406834
23527,1992,AZ,1,2,3,359442
23528,1992,AZ,1,2,4,232805
23529,1992,AZ,1,2,5,286055
23530,1992,AZ,2,1,1,88749
23531,1992,AZ,2,1,2,59713
23532,1992,AZ,2,1,3,36509
23533,1992,AZ,2,1,4,16481
23534,1992,AZ,2,1,5,9504
23535,1992,AZ,2,2,1,86265
23536,1992,AZ,2,2,2,56945
23537,1992,AZ,2,2,3,38960
23538,1992,AZ,2,2,4,19430
23539,1992,AZ,2,2,5,12491
23540,1992,CA,1,1,1,3744764
23541,1992,CA,1,1,2,3458353
23542,1992,CA,1,1,3,2748842
23543,1992,CA,1,1,4,1440644
23544,1992,CA,1,1,5,1160978
23545,1992,CA,1,2,1,3521900
23546,1992,CA,1,2,2,3083795
23547,1992,CA,1,2,3,2661557
23548,1992,CA,1,2,4,1509132
23549,1992,CA,1,2,5,1657797
23550,1992,CA,2,1,1,1017676
23551,1992,CA,2,1,2,838520
23552,1992,CA,2,1,3,615955
23553,1992,CA,2,1,4,294497
23554,1992,CA,2,1,5,178671
23555,1992,CA,2,2,1,965498
23556,1992,CA,2,2,2,824636
23557,1992,CA,2,2,3,666988
23558,1992,CA,2,2,4,341779
23559,1992,CA,2,2,5,242677
23560,1992,CO,1,1,1,475850
23561,1992,CO,1,1,2,406048
23562,1992,CO,1,1,3,398235
23563,1992,CO,1,1,4,193721
23564,1992,CO,1,1,5,139114
23565,1992,CO,1,2,1,449384
23566,1992,CO,1,2,2,389469
23567,1992,CO,1,2,3,392624
23568,1992,CO,1,2,4,201231
23569,1992,CO,1,2,5,198004
23570,1992,CO,2,1,1,45709
23571,1992,CO,2,1,2,37866
23572,1992,CO,2,1,3,26171
23573,1992,CO,2,1,4,11105
23574,1992,CO,2,1,5,5242
23575,1992,CO,2,2,1,44267
23576,1992,CO,2,2,2,34885
23577,1992,CO,2,2,3,27008
23578,1992,CO,2,2,4,12491
23579,1992,CO,2,2,5,7515
23580,1992,CT,1,1,1,373762
23581,1992,CT,1,1,2,345522
23582,1992,CT,1,1,3,331400
23583,1992,CT,1,1,4,199034
23584,1992,CT,1,1,5,172701
23585,1992,CT,1,2,1,355027
23586,1992,CT,1,2,2,342750
23587,1992,CT,1,2,3,340360
23588,1992,CT,1,2,4,212896
23589,1992,CT,1,2,5,262707
23590,1992,CT,2,1,1,65064
23591,1992,CT,2,1,2,51517
23592,1992,CT,2,1,3,34068
23593,1992,CT,2,1,4,16876
23594,1992,CT,2,1,5,7963
23595,1992,CT,2,2,1,62772
23596,1992,CT,2,2,2,53909
23597,1992,CT,2,2,3,39408
23598,1992,CT,2,2,4,20300
23599,1992,CT,2,2,5,12676
23600,1992,DC,1,1,1,13757
23601,1992,DC,1,1,2,35075
23602,1992,DC,1,1,3,22767
