,year,state,race,sex,age,state_fips,population
31071,1999,MN,2,1,2,9963,52225
31072,1999,MN,2,1,3,9261,38743
31073,1999,MN,2,1,4,6642,13796
31074,1999,MN,2,1,5,5022,5257
31075,1999,MN,2,2,1,17064,83400
31076,1999,MN,2,2,2,8964,51679
31077,1999,MN,2,2,3,8532,36161
31078,1999,MN,2,2,4,6345,14467
31079,1999,MN,2,2,5,5562,7263
31080,1999,MO,1,1,1,16675,680627
31081,1999,MO,1,1,2,10005,471416
31082,1999,MO,1,1,3,10005,554515
31083,1999,MO,1,1,4,10005,364459
31084,1999,MO,1,1,5,16675,283665
31085,1999,MO,1,2,1,16675,646582
31086,1999,MO,1,2,2,10005,466607
31087,1999,MO,1,2,3,10005,559585
31088,1999,MO,1,2,4,10005,385260
31089,1999,MO,1,2,5,16675,412257
31090,1999,MO,2,1,1,21982,135119
31091,1999,MO,2,1,2,14297,79323
31092,1999,MO,2,1,3,14036,73207
31093,1999,MO,2,1,4,12354,37397
31094,1999,MO,2,1,5,12673,22054
31095,1999,MO,2,2,1,21344,131873
31096,1999,MO,2,2,2,13572,88897
31097,1999,MO,2,2,3,14094,86271
31098,1999,MO,2,2,4,12615,46586
31099,1999,MO,2,2,5,14181,36248
31100,1999,MS,1,1,1,11452,240046
31101,1999,MS,1,1,2,6888,181001
31102,1999,MS,1,1,3,6888,196601
31103,1999,MS,1,1,4,6888,144226
31104,1999,MS,1,1,5,11480,101896
31105,1999,MS,1,2,1,11480,225751
31106,1999,MS,1,2,2,6888,172782
31107,1999,MS,1,2,3,6888,195801
31108,1999,MS,1,2,4,6888,150378
31109,1999,MS,1,2,5,11480,152353
31110,1999,MS,2,1,1,18256,205866
31111,1999,MS,2,1,2,11256,111023
31112,1999,MS,2,1,3,11396,100264
31113,1999,MS,2,1,4,10332,49899
31114,1999,MS,2,1,5,13664,33005
31115,1999,MS,2,2,1,18368,202654
31116,1999,MS,2,2,2,11452,128939
31117,1999,MS,2,2,3,11956,119866
31118,1999,MS,2,2,4,10892,60976
31119,1999,MS,2,2,5,14784,55081
31120,1999,MT,1,1,1,8400,118110
31121,1999,MT,1,1,2,5040,74697
31122,1999,MT,1,1,3,5040,101117
31123,1999,MT,1,1,4,5040,68755
31124,1999,MT,1,1,5,8370,51042
31125,1999,MT,1,2,1,8400,111339
31126,1999,MT,1,2,2,5040,71265
31127,1999,MT,1,2,3,5040,101813
31128,1999,MT,1,2,4,5040,66745
31129,1999,MT,1,2,5,8400,65897
31130,1999,MT,2,1,1,7350,15046
31131,1999,MT,2,1,2,4560,7296
31132,1999,MT,2,1,3,4650,6507
31133,1999,MT,2,1,4,3660,3146
31134,1999,MT,2,1,5,3540,1248
31135,1999,MT,2,2,1,7230,14185
31136,1999,MT,2,2,2,4230,7152
31137,1999,MT,2,2,3,4410,6965
31138,1999,MT,2,2,4,3510,3418
31139,1999,MT,2,2,5,3840,1764
31140,1999,NC,1,1,1,18500,768600
31141,1999,NC,1,1,2,11100,689276
31142,1999,NC,1,1,3,11100,697849
31143,1999,NC,1,1,4,11100,472553
31144,1999,NC,1,1,5,18500,324308
31145,1999,NC,1,2,1,18500,724337
31146,1999,NC,1,2,2,11100,626224
31147,1999,NC,1,2,3,11100,693061
31148,1999,NC,1,2,4,11100,501549
31149,1999,NC,1,2,5,18500,473110
31150,1999,NC,2,1,1,33374,337056
31151,1999,NC,2,1,2,20979,224217
31152,1999,NC,2,1,3,20646,206803
31153,1999,NC,2,1,4,19240,106181
31154,1999,NC,2,1,5,24975,59808
31155,1999,NC,2,2,1,33374,328589
31156,1999,NC,2,2,2,20683,244104
31157,1999,NC,2,2,3,21016,240464
31158,1999,NC,2,2,4,19943,126735
31159,1999,NC,2,2,5,28194,104537
31160,1999,ND,1,1,1,10070,86545
31161,1999,ND,1,1,2,6042,62003
31162,1999,ND,1,1,3,6042,70685
31163,1999,ND,1,1,4,6042,43476
31164,1999,ND,1,1,5,10070,39324
31165,1999,ND,1,2,1,10070,81421
31166,1999,ND,1,2,2,6042,56362
31167,1999,ND,1,2,3,6042,68401
31168,1999,ND,1,2,4,6042,42994
31169,1999,ND,1,2,5,10032,53788
31170,1999,ND,2,1,1,7258,9124
31171,1999,ND,2,1,2,4142,5061
31172,1999,ND,2,1,3,3838,3460
31173,1999,ND,2,1,4,2736,1480
31174,1999,ND,2,1,5,1938,484
31175,1999,ND,2,2,1,7106,8664
31176,1999,ND,2,2,2,3914,4824
31177,1999,ND,2,2,3,4066,3751
31178,1999,ND,2,2,4,3268,1637
31179,1999,ND,2,2,5,2888,775
31180,1999,NE,1,1,1,14384,236185
31181,1999,NE,1,1,2,8649,159907
31182,1999,NE,1,1,3,8649,183165
31183,1999,NE,1,1,4,8649,112793
31184,1999,NE,1,1,5,14415,93227
31185,1999,NE,1,2,1,14415,224846
31186,1999,NE,1,2,2,8649,153442
31187,1999,NE,1,2,3,8649,181794
31188,1999,NE,1,2,4,8649,115615
31189,1999,NE,1,2,5,14415,133764
31190,1999,NE,2,1,1,10230,22416
31191,1999,NE,2,1,2,5921,13995
31192,1999,NE,2,1,3,5115,10477
31193,1999,NE,2,1,4,3410,4874
31194,1999,NE,2,1,5,2604,2194
31195,1999,NE,2,2,1,10106,21829
31196,1999,NE,2,2,2,5859,14054
31197,1999,NE,2,2,3,5363,11229
31198,1999,NE,2,2,4,3782,5612
31199,1999,NE,2,2,5,3193,3346
31200,1999,NH,1,1,1,1650,169831
31201,1999,NH,1,1,2,990,109609
31202,1999,NH,1,1,3,990,153314
31203,1999,NH,1,1,4,990,91811
31204,1999,NH,1,1,5,1650,60673
31205,1999,NH,1,2,1,1650,162218
31206,1999,NH,1,2,2,990,111558
31207,1999,NH,1,2,3,990,155371
31208,1999,NH,1,2,4,990,92817
31209,1999,NH,1,2,5,1650,84798
31210,1999,NH,2,1,1,3102,5040
31211,1999,NH,2,1,2,1914,4578
31212,1999,NH,2,1,3,1848,3725
31213,1999,NH,2,1,4,1815,1518
31214,1999,NH,2,1,5,1947,506
31215,1999,NH,2,2,1,3102,5033
31216,1999,NH,2,2,2,1881,3973
31217,1999,NH,2,2,3,1815,3535
31218,1999,NH,2,2,4,1716,1474
31219,1999,NH,2,2,5,1782,632
31220,1999,NJ,1,1,1,3570,871994
31221,1999,NJ,1,1,2,2142,641034
31222,1999,NJ,1,1,3,2142,802899
31223,1999,NJ,1,1,4,2142,505361
31224,1999,NJ,1,1,5,3570,396091
31225,1999,NJ,1,2,1,3570,825140
31226,1999,NJ,1,2,2,2142,622321
31227,1999,NJ,1,2,3,2142,813824
31228,1999,NJ,1,2,4,2142,541721
31229,1999,NJ,1,2,5,3570,588806
31230,1999,NJ,2,1,1,7140,288926
31231,1999,NJ,2,1,2,4284,202258
31232,1999,NJ,2,1,3,4284,194679
31233,1999,NJ,2,1,4,4284,103330
31234,1999,NJ,2,1,5,7004,48749
31235,1999,NJ,2,2,1,7140,277644
31236,1999,NJ,2,2,2,4284,217671
31237,1999,NJ,2,2,3,4284,218605
31238,1999,NJ,2,2,4,4284,122962
31239,1999,NJ,2,2,5,7038,75577
31240,1999,NM,1,1,1,5740,238991
31241,1999,NM,1,1,2,3465,150091
31242,1999,NM,1,1,3,3465,178346
31243,1999,NM,1,1,4,3465,116837
31244,1999,NM,1,1,5,5775,85571
31245,1999,NM,1,2,1,5775,228666
31246,1999,NM,1,2,2,3465,148795
31247,1999,NM,1,2,3,3465,183762
31248,1999,NM,1,2,4,3465,123413
31249,1999,NM,1,2,5,5775,108949
31250,1999,NM,2,1,1,9205,50328
31251,1999,NM,2,1,2,5635,27882
31252,1999,NM,2,1,3,5810,24121
31253,1999,NM,2,1,4,5180,11371
31254,1999,NM,2,1,5,6265,5883
31255,1999,NM,2,2,1,9100,49401
31256,1999,NM,2,2,2,5425,28185
31257,1999,NM,2,2,3,5390,26231
31258,1999,NM,2,2,4,4935,13250
31259,1999,NM,2,2,5,6475,8009
31260,1999,NV,1,1,1,2720,232072
31261,1999,NV,1,1,2,1632,189045
31262,1999,NV,1,1,3,1632,200867
31263,1999,NV,1,1,4,1632,136391
31264,1999,NV,1,1,5,2720,91296
31265,1999,NV,1,2,1,2720,218974
31266,1999,NV,1,2,2,1632,169753
31267,1999,NV,1,2,3,1632,183807
31268,1999,NV,1,2,4,1632,131540
31269,1999,NV,1,2,5,2720,104007
31270,1999,NV,2,1,1,4160,46403
31271,1999,NV,2,1,2,2816,33295
31272,1999,NV,2,1,3,2784,31359
31273,1999,NV,2,1,4,2272,16405
31274,1999,NV,2,1,5,2848,8163
31275,1999,NV,2,2,1,3968,44095
31276,1999,NV,2,2,2,2304,33676
31277,1999,NV,2,2,3,2432,33435
31278,1999,NV,2,2,4,2208,19559
31279,1999,NV,2,2,5,2784,10576
31280,1999,NY,1,1,1,11160,1898888
31281,1999,NY,1,1,2,6696,1462148
31282,1999,NY,1,1,3,6696,1648873
31283,1999,NY,1,1,4,6696,1069107
31284,1999,NY,1,1,5,11160,838049
31285,1999,NY,1,2,1,11160,1795497
31286,1999,NY,1,2,2,6696,1443371
31287,1999,NY,1,2,3,6696,1675863
31288,1999,NY,1,2,4,6696,1166935
31289,1999,NY,1,2,5,11160,1237032
31290,1999,NY,2,1,1,21528,758656
31291,1999,NY,2,1,2,13104,533004
31292,1999,NY,2,1,3,13248,496156
31293,1999,NY,2,1,4,12960,266131
31294,1999,NY,2,1,5,16812,134059
31295,1999,NY,2,2,1,21564,734881
31296,1999,NY,2,2,2,13176,596577
31297,1999,NY,2,2,3,13140,569777
31298,1999,NY,2,2,4,12780,337106
31299,1999,NY,2,2,5,17964,220615
31300,1999,OH,1,1,1,17160,1372580
31301,1999,OH,1,1,2,10296,965713
31302,1999,OH,1,1,3,10296,1146656
31303,1999,OH,1,1,4,10296,740044
31304,1999,OH,1,1,5,17160,554037
31305,1999,OH,1,2,1,17160,1308903
31306,1999,OH,1,2,2,10296,961437
31307,1999,OH,1,2,3,10296,1161875
31308,1999,OH,1,2,4,10296,785972
31309,1999,OH,1,2,5,17160,819241
31310,1999,OH,2,1,1,31239,274159
31311,1999,OH,2,1,2,19617,161256
31312,1999,OH,2,1,3,19305,153145
31313,1999,OH,2,1,4,18447,80796
31314,1999,OH,2,1,5,21060,52051
31315,1999,OH,2,2,1,30537,266485
31316,1999,OH,2,2,2,19227,175267
31317,1999,OH,2,2,3,19188,176988
31318,1999,OH,2,2,4,18486,98587
31319,1999,OH,2,2,5,23244,80262
31320,1999,OK,1,1,1,15400,389777
31321,1999,OK,1,1,2,9240,282058
31322,1999,OK,1,1,3,9240,316373
31323,1999,OK,1,1,4,9240,218237
31324,1999,OK,1,1,5,15400,169306
31325,1999,OK,1,2,1,15400,367154
31326,1999,OK,1,2,2,9240,268421
31327,1999,OK,1,2,3,9240,316514
31328,1999,OK,1,2,4,9240,231093
31329,1999,OK,1,2,5,15400,241248
31330,1999,OK,2,1,1,27520,126364
31331,1999,OK,2,1,2,16840,74170
31332,1999,OK,2,1,3,16720,62578
31333,1999,OK,2,1,4,16000,32374
31334,1999,OK,2,1,5,23280,17127
31335,1999,OK,2,2,1,27400,121473
31336,1999,OK,2,2,2,16080,72423
31337,1999,OK,2,2,3,16160,67455
31338,1999,OK,2,2,4,15640,36778
31339,1999,OK,2,2,5,24680,26224
31340,1999,OR,1,1,1,7380,439771
31341,1999,OR,1,1,2,4428,323549
31342,1999,OR,1,1,3,4428,374005
31343,1999,OR,1,1,4,4428,245696
31344,1999,OR,1,1,5,7380,179824
31345,1999,OR,1,2,1,7380,417264
31346,1999,OR,1,2,2,4428,304994
31347,1999,OR,1,2,3,4428,374629
31348,1999,OR,1,2,4,4428,251057
31349,1999,OR,1,2,5,7380,243467
31350,1999,OR,2,1,1,11521,42478
31351,1999,OR,2,1,2,7216,32416
31352,1999,OR,2,1,3,7257,26320
31353,1999,OR,2,1,4,6642,12103
31354,1999,OR,2,1,5,7298,5553
31355,1999,OR,2,2,1,11890,41316
31356,1999,OR,2,2,2,6929,31253
31357,1999,OR,2,2,3,6355,27418
31358,1999,OR,2,2,4,5822,13122
31359,1999,OR,2,2,5,7872,7706
31360,1999,PA,1,1,1,14070,1408368
31361,1999,PA,1,1,2,8442,991527
31362,1999,PA,1,1,3,8442,1250690
31363,1999,PA,1,1,4,8442,825495
31364,1999,PA,1,1,5,14070,714191
31365,1999,PA,1,2,1,14070,1338820
31366,1999,PA,1,2,2,8442,991239
31367,1999,PA,1,2,3,8442,1266568
31368,1999,PA,1,2,4,8442,878552
31369,1999,PA,1,2,5,14070,1069133
31370,1999,PA,2,1,1,25914,268494
31371,1999,PA,2,1,2,15918,168923
31372,1999,PA,2,1,3,15876,154730
31373,1999,PA,2,1,4,14196,82736
31374,1999,PA,2,1,5,15918,51587
31375,1999,PA,2,2,1,24948,259975
31376,1999,PA,2,2,2,15456,178323
31377,1999,PA,2,2,3,15288,176921
31378,1999,PA,2,2,4,14532,101884
31379,1999,PA,2,2,5,18270,85649
31380,1999,RI,1,1,1,1100,124872
31381,1999,RI,1,1,2,660,92479
31382,1999,RI,1,1,3,660,109235
31383,1999,RI,1,1,4,660,68521
31384,1999,RI,1,1,5,1100,57884
31385,1999,RI,1,2,1,1100,118911
31386,1999,RI,1,2,2,660,95741
31387,1999,RI,1,2,3,660,114422
31388,1999,RI,1,2,4,660,73524
31389,1999,RI,1,2,5,1100,89798
31390,1999,RI,2,1,1,2200,18597
31391,1999,RI,2,1,2,1320,12355
31392,1999,RI,2,1,3,1320,9526
31393,1999,RI,2,1,4,1320,4138
31394,1999,RI,2,1,5,1936,2071
31395,1999,RI,2,2,1,2200,18106
31396,1999,RI,2,2,2,1320,12690
31397,1999,RI,2,2,3,1320,9916
31398,1999,RI,2,2,4,1232,4609
31399,1999,RI,2,2,5,1936,3007
31400,1999,SC,1,1,1,10350,357906
31401,1999,SC,1,1,2,6210,292151
31402,1999,SC,1,1,3,6210,314167
31403,1999,SC,1,1,4,6210,226708
31404,1999,SC,1,1,5,10350,154444
31405,1999,SC,1,2,1,10350,336671
31406,1999,SC,1,2,2,6210,276705
31407,1999,SC,1,2,3,6210,313875
31408,1999,SC,1,2,4,6210,238144
31409,1999,SC,1,2,5,10350,219070
31410,1999,SC,2,1,1,18630,220738
31411,1999,SC,2,1,2,11610,129024
31412,1999,SC,2,1,3,11520,126462
31413,1999,SC,2,1,4,10890,67981
31414,1999,SC,2,1,5,14220,39495
31415,1999,SC,2,2,1,18765,217052
31416,1999,SC,2,2,2,11745,144979
31417,1999,SC,2,2,3,11835,149675
31418,1999,SC,2,2,4,11115,82575
31419,1999,SC,2,2,5,14940,66860
31420,1999,SD,1,1,1,15134,99451
31421,1999,SD,1,1,2,9108,64709
31422,1999,SD,1,1,3,9108,78666
31423,1999,SD,1,1,4,9108,48702
31424,1999,SD,1,1,5,15134,44198
31425,1999,SD,1,2,1,15180,94035
31426,1999,SD,1,2,2,9108,61895
31427,1999,SD,1,2,3,9108,77033
31428,1999,SD,1,2,4,9108,48680
31429,1999,SD,1,2,5,15134,60828
31430,1999,SD,2,1,1,14030,17950
31431,1999,SD,2,1,2,8234,8130
31432,1999,SD,2,1,3,7590,6306
31433,1999,SD,2,1,4,5980,2675
31434,1999,SD,2,1,5,5704,1125
31435,1999,SD,2,2,1,13708,17231
31436,1999,SD,2,2,2,7682,7954
31437,1999,SD,2,2,3,7268,6176
31438,1999,SD,2,2,4,5842,3038
31439,1999,SD,2,2,5,6348,1630
31440,1999,TN,1,1,1,22325,612152
31441,1999,TN,1,1,2,13395,488517
31442,1999,TN,1,1,3,13395,534858
31443,1999,TN,1,1,4,13395,378105
31444,1999,TN,1,1,5,22325,249683
31445,1999,TN,1,2,1,22325,576847
31446,1999,TN,1,2,2,13395,475649
31447,1999,TN,1,2,3,13395,542763
31448,1999,TN,1,2,4,13395,396198
31449,1999,TN,1,2,5,22325,370555
31450,1999,TN,2,1,1,33229,182493
31451,1999,TN,2,1,2,22231,112723
31452,1999,TN,2,1,3,22184,104133
31453,1999,TN,2,1,4,20304,49666
31454,1999,TN,2,1,5,22748,28910
31455,1999,TN,2,2,1,32383,177404
31456,1999,TN,2,2,2,21385,124455
31457,1999,TN,2,2,3,22137,123281
31458,1999,TN,2,2,4,20774,61188
31459,1999,TN,2,2,5,25145,49126
31460,1999,TX,1,1,1,60864,2763063
31461,1999,TX,1,1,2,36528,1980172
31462,1999,TX,1,1,3,36576,1980001
31463,1999,TX,1,1,4,36576,1152432
31464,1999,TX,1,1,5,60576,766665
31465,1999,TX,1,2,1,60864,2616058
31466,1999,TX,1,2,2,36480,1871319
31467,1999,TX,1,2,3,36576,1951072
31468,1999,TX,1,2,4,36576,1204167
31469,1999,TX,1,2,5,60672,1073664
31470,1999,TX,2,1,1,87312,564712
31471,1999,TX,2,1,2,54528,389789
31472,1999,TX,2,1,3,54624,357617
31473,1999,TX,2,1,4,49152,161163
31474,1999,TX,2,1,5,57936,82404
31475,1999,TX,2,2,1,85008,544555
31476,1999,TX,2,2,2,52656,399519
31477,1999,TX,2,2,3,55104,386604
31478,1999,TX,2,2,4,50064,185684
31479,1999,TX,2,2,5,64128,127560
31480,1999,UT,1,1,1,7105,389177
31481,1999,UT,1,1,2,4263,258499
31482,1999,UT,1,1,3,4263,204863
31483,1999,UT,1,1,4,4263,114443
31484,1999,UT,1,1,5,7105,79905
31485,1999,UT,1,2,1,7105,373653
31486,1999,UT,1,2,2,4263,249282
31487,1999,UT,1,2,3,4263,201453
31488,1999,UT,1,2,4,4263,118006
31489,1999,UT,1,2,5,7105,103207
31490,1999,UT,2,1,1,8673,23191
31491,1999,UT,2,1,2,5488,16391
31492,1999,UT,2,1,3,4949,10627
31493,1999,UT,2,1,4,3675,4236
31494,1999,UT,2,1,5,3822,1983
31495,1999,UT,2,2,1,8771,22234
31496,1999,UT,2,2,2,4753,14970
31497,1999,UT,2,2,3,4557,10383
31498,1999,UT,2,2,4,3332,4430
31499,1999,UT,2,2,5,4165,2549
31500,1999,VA,1,1,1,33915,699177
31501,1999,VA,1,1,2,20349,570285
31502,1999,VA,1,1,3,20349,647028
31503,1999,VA,1,1,4,20349,426355
31504,1999,VA,1,1,5,33915,264747
31505,1999,VA,1,2,1,33915,662243
31506,1999,VA,1,2,2,20349,542166
31507,1999,VA,1,2,3,20349,648548
31508,1999,VA,1,2,4,20349,439457
31509,1999,VA,1,2,5,33915,382178
31510,1999,VA,2,1,1,55233,282037
31511,1999,VA,2,1,2,35445,199316
31512,1999,VA,2,1,3,35598,192811
31513,1999,VA,2,1,4,32793,94715
31514,1999,VA,2,1,5,41769,54020
31515,1999,VA,2,2,1,56406,275500
31516,1999,VA,2,2,2,35955,206891
31517,1999,VA,2,2,3,37281,217021
31518,1999,VA,2,2,4,34986,111487
31519,1999,VA,2,2,5,44778,84192
31520,1999,VT,1,1,1,3500,83201
31521,1999,VT,1,1,2,2100,54748
31522,1999,VT,1,1,3,2100,73295
31523,1999,VT,1,1,4,2100,47731
31524,1999,VT,1,1,5,3500,31558
31525,1999,VT,1,2,1,3500,78736
31526,1999,VT,1,2,2,2100,55115
31527,1999,VT,1,2,3,2100,76092
31528,1999,VT,1,2,4,2100,48129
31529,1999,VT,1,2,5,3500,44752
31530,1999,VT,2,1,1,5500,2200
31531,1999,VT,2,1,2,3650,1725
31532,1999,VT,2,1,3,3750,1146
31533,1999,VT,2,1,4,2750,521
31534,1999,VT,2,1,5,2150,160
31535,1999,VT,2,2,1,5550,2109
31536,1999,VT,2,2,2,3400,1559
31537,1999,VT,2,2,3,3350,1281
31538,1999,VT,2,2,4,2400,468
31539,1999,VT,2,2,5,2100,157
31540,1999,WA,1,1,1,10335,735796
31541,1999,WA,1,1,2,6201,536201
31542,1999,WA,1,1,3,6201,635177
31543,1999,WA,1,1,4,6201,390451
31544,1999,WA,1,1,5,10335,262141
31545,1999,WA,1,2,1,10335,696201
31546,1999,WA,1,2,2,6201,508586
31547,1999,WA,1,2,3,6201,628559
31548,1999,WA,1,2,4,6201,391668
31549,1999,WA,1,2,5,10335,353827
31550,1999,WA,2,1,1,18179,124125
31551,1999,WA,2,1,2,10494,89793
31552,1999,WA,2,1,3,10812,79783
31553,1999,WA,2,1,4,9646,37121
31554,1999,WA,2,1,5,12349,17075
31555,1999,WA,2,2,1,17755,118874
31556,1999,WA,2,2,2,10388,88118
31557,1999,WA,2,2,3,9752,83797
31558,1999,WA,2,2,4,9169,40959
31559,1999,WA,2,2,5,12826,24312
31560,1999,WI,1,1,1,19800,683079
31561,1999,WI,1,1,2,11880,486492
31562,1999,WI,1,1,3,11880,594118
31563,1999,WI,1,1,4,11880,362517
31564,1999,WI,1,1,5,19745,281598
31565,1999,WI,1,2,1,19745,648627
31566,1999,WI,1,2,2,11880,467899
31567,1999,WI,1,2,3,11880,583686
31568,1999,WI,1,2,4,11880,367872
31569,1999,WI,1,2,5,19800,398701
31570,1999,WI,2,1,1,32670,101147
31571,1999,WI,2,1,2,20130,53598
31572,1999,WI,2,1,3,18865,41952
31573,1999,WI,2,1,4,14245,18411
31574,1999,WI,2,1,5,12485,8229
31575,1999,WI,2,2,1,30580,97438
31576,1999,WI,2,2,2,17380,56149
31577,1999,WI,2,2,3,16390,46681
31578,1999,WI,2,2,4,13420,21807
31579,1999,WI,2,2,5,14300,12665
31580,1999,WV,1,1,1,14850,225051
31581,1999,WV,1,1,2,8910,166668
31582,1999,WV,1,1,3,8910,196840
31583,1999,WV,1,1,4,8910,146232
31584,1999,WV,1,1,5,14850,109297
31585,1999,WV,1,2,1,14850,213337
31586,1999,WV,1,2,2,8910,168004
31587,1999,WV,1,2,3,8910,203203
31588,1999,WV,1,2,4,8910,151767
31589,1999,WV,1,2,5,14850,159697
31590,1999,WV,2,1,1,18846,11663
31591,1999,WV,2,1,2,11826,9051
31592,1999,WV,2,1,3,12582,8123
31593,1999,WV,2,1,4,11664,4324
31594,1999,WV,2,1,5,10854,2741
31595,1999,WV,2,2,1,17874,10787
31596,1999,WV,2,2,2,12096,7341
31597,1999,WV,2,2,3,12258,7953
31598,1999,WV,2,2,4,11934,4657
31599,1999,WV,2,2,5,12960,5063
31600,1999,WY,1,1,1,6440,72089
31601,1999,WY,1,1,2,3864,45130
31602,1999,WY,1,1,3,3864,58486
31603,1999,WY,1,1,4,3864,37453
31604,1999,WY,1,1,5,6440,24556
31605,1999,WY,1,2,1,6440,67571
31606,1999,WY,1,2,2,3864,42391
31607,1999,WY,1,2,3,3864,57859
31608,1999,WY,1,2,4,3864,35718
31609,1999,WY,1,2,5,6440,31486
31610,1999,WY,2,1,1,8176,3962
31611,1999,WY,2,1,2,4872,2491
31612,1999,WY,2,1,3,4872,1925
31613,1999,WY,2,1,4,3024,844
31614,1999,WY,2,1,5,2240,326
31615,1999,WY,2,2,1,7672,3841
31616,1999,WY,2,2,2,4816,2200
31617,1999,WY,2,2,3,4480,2010
31618,1999,WY,2,2,4,3584,976
31619,1999,WY,2,2,5,2744,466
31620,2000,AK,1,1,1,270,72084
31621,2000,AK,1,1,2,162,49339
31622,2000,AK,1,1,3,162,68426
31623,2000,AK,1,1,4,162,38250
31624,2000,AK,1,1,5,238,13113
31625,2000,AK,1,2,1,270,67285
31626,2000,AK,1,2,2,162,44178
31627,2000,AK,1,2,3,162,62726
31628,2000,AK,1,2,4,162,31448
31629,2000,AK,1,2,5,230,14247
31630,2000,AK,2,1,1,434,35253
31631,2000,AK,2,1,2,274,18053
31632,2000,AK,2,1,3,288,18058
31633,2000,AK,2,1,4,262,8362
31634,2000,AK,2,1,5,312,3812
31635,2000,AK,2,2,1,428,33432
31636,2000,AK,2,2,2,256,17569
31637,2000,AK,2,2,3,260,18593
31638,2000,AK,2,2,4,218,8801
31639,2000,AK,2,2,5,312,4934
31640,2000,AL,1,1,1,335,425214
31641,2000,AL,1,1,2,201,322954
31642,2000,AL,1,1,3,201,366069
31643,2000,AL,1,1,4,201,271277
31644,2000,AL,1,1,5,335,190581
31645,2000,AL,1,2,1,335,401139
31646,2000,AL,1,2,2,201,313497
31647,2000,AL,1,2,3,201,365517
31648,2000,AL,1,2,4,201,286686
31649,2000,AL,1,2,5,335,276922
31650,2000,AL,2,1,1,622,216406
31651,2000,AL,2,1,2,383,126409
31652,2000,AL,2,1,3,390,122245
31653,2000,AL,2,1,4,379,66622
31654,2000,AL,2,1,5,535,41561
31655,2000,AL,2,2,1,640,212588
31656,2000,AL,2,2,2,390,146168
31657,2000,AL,2,2,3,395,147498
31658,2000,AL,2,2,4,389,81004
31659,2000,AL,2,2,5,575,71816
31660,2000,AR,1,1,1,1875,301112
31661,2000,AR,1,1,2,1125,219715
31662,2000,AR,1,1,3,1125,240582
31663,2000,AR,1,1,4,1125,183102
31664,2000,AR,1,1,5,1875,139984
31665,2000,AR,1,2,1,1875,283523
31666,2000,AR,1,2,2,1125,210098
31667,2000,AR,1,2,3,1125,240511
31668,2000,AR,1,2,4,1125,193381
31669,2000,AR,1,2,5,1875,194745
31670,2000,AR,2,1,1,3470,89102
31671,2000,AR,2,1,2,2040,49434
31672,2000,AR,2,1,3,2120,46157
31673,2000,AR,2,1,4,2005,23618
31674,2000,AR,2,1,5,2615,14767
31675,2000,AR,2,2,1,3445,87047
31676,2000,AR,2,2,2,2065,55371
31677,2000,AR,2,2,3,2110,53733
31678,2000,AR,2,2,4,2000,27598
31679,2000,AR,2,2,5,2810,25008
31680,2000,AZ,1,1,1,300,668446
31681,2000,AZ,1,1,2,180,506941
31682,2000,AZ,1,1,3,180,495490
31683,2000,AZ,1,1,4,180,331248
31684,2000,AZ,1,1,5,300,284485
31685,2000,AZ,1,2,1,300,630806
31686,2000,AZ,1,2,2,180,460518
31687,2000,AZ,1,2,3,180,489713
31688,2000,AZ,1,2,4,180,356501
31689,2000,AZ,1,2,5,300,354767
31690,2000,AZ,2,1,1,592,115265
31691,2000,AZ,2,1,2,360,73294
31692,2000,AZ,2,1,3,360,59624
31693,2000,AZ,2,1,4,356,27597
31694,2000,AZ,2,1,5,540,13617
31695,2000,AZ,2,2,1,592,111325
31696,2000,AZ,2,2,2,360,69224
31697,2000,AZ,2,2,3,356,61860
31698,2000,AZ,2,2,4,360,31402
31699,2000,AZ,2,2,5,540,18463
31700,2000,CA,1,1,1,1740,4117737
31701,2000,CA,1,1,2,1044,3111175
31702,2000,CA,1,1,3,1044,3123260
31703,2000,CA,1,1,4,1044,1820811
31704,2000,CA,1,1,5,1740,1271217
31705,2000,CA,1,2,1,1740,3887737
31706,2000,CA,1,2,2,1044,2820623
31707,2000,CA,1,2,3,1044,3019868
31708,2000,CA,1,2,4,1044,1896023
31709,2000,CA,1,2,5,1740,1743169
31710,2000,CA,2,1,1,3414,1152424
31711,2000,CA,2,1,2,2052,841651
31712,2000,CA,2,1,3,2064,813908
31713,2000,CA,2,1,4,2046,436133
31714,2000,CA,2,1,5,3198,249246
31715,2000,CA,2,2,1,3402,1098026
31716,2000,CA,2,2,2,2028,859281
31717,2000,CA,2,2,3,2028,882189
31718,2000,CA,2,2,4,1986,498682
31719,2000,CA,2,2,5,3174,344817
31720,2000,CO,1,1,1,2520,570432
31721,2000,CO,1,1,2,1512,463018
31722,2000,CO,1,1,3,1512,500502
31723,2000,CO,1,1,4,1512,292704
31724,2000,CO,1,1,5,2512,169481
31725,2000,CO,1,2,1,2520,535325
31726,2000,CO,1,2,2,1512,416112
31727,2000,CO,1,2,3,1512,492348
31728,2000,CO,1,2,4,1512,294746
31729,2000,CO,1,2,5,2512,229259
31730,2000,CO,2,1,1,4096,63614
31731,2000,CO,2,1,2,2552,50044
31732,2000,CO,2,1,3,2552,42769
31733,2000,CO,2,1,4,2280,18485
31734,2000,CO,2,1,5,2368,8130
31735,2000,CO,2,2,1,4056,61872
31736,2000,CO,2,2,2,2344,44816
