,year,state,race,sex,age,state_fips,population
25814,1994,IN,2,1,5,6246,16679
25815,1994,IN,2,2,1,12294,95198
25816,1994,IN,2,2,2,7578,69736
25817,1994,IN,2,2,3,7614,59107
25818,1994,IN,2,2,4,6534,31724
25819,1994,IN,2,2,5,7380,25648
25820,1994,KS,1,1,1,10500,350966
25821,1994,KS,1,1,2,6300,259758
25822,1994,KS,1,1,3,6300,262414
25823,1994,KS,1,1,4,6300,150446
25824,1994,KS,1,1,5,10500,137345
25825,1994,KS,1,2,1,10500,331605
25826,1994,KS,1,2,2,6300,248307
25827,1994,KS,1,2,3,6300,259497
25828,1994,KS,1,2,4,6300,157693
25829,1994,KS,1,2,5,10500,203369
25830,1994,KS,2,1,1,10720,42579
25831,1994,KS,2,1,2,6840,30267
25832,1994,KS,2,1,3,6660,21612
25833,1994,KS,2,1,4,5380,9379
25834,1994,KS,2,1,5,5540,5554
25835,1994,KS,2,2,1,11080,40173
25836,1994,KS,2,2,2,6380,28037
25837,1994,KS,2,2,3,6440,22329
25838,1994,KS,2,2,4,5540,10758
25839,1994,KS,2,2,5,6980,8425
25840,1994,KY,1,1,1,12600,506984
25841,1994,KY,1,1,2,7560,398474
25842,1994,KY,1,1,3,7560,392055
25843,1994,KY,1,1,4,7560,241736
25844,1994,KY,1,1,5,12600,183631
25845,1994,KY,1,2,1,12600,479642
25846,1994,KY,1,2,2,7560,400769
25847,1994,KY,1,2,3,7560,402390
25848,1994,KY,1,2,4,7560,259839
25849,1994,KY,1,2,5,12600,276199
25850,1994,KY,2,1,1,16401,55398
25851,1994,KY,2,1,2,10353,37761
25852,1994,KY,2,1,3,10437,29447
25853,1994,KY,2,1,4,9030,14013
25854,1994,KY,2,1,5,9933,10375
25855,1994,KY,2,2,1,16002,52509
25856,1994,KY,2,2,2,10227,39740
25857,1994,KY,2,2,3,10710,33775
25858,1994,KY,2,2,4,9282,17239
25859,1994,KY,2,2,5,11151,17112
25860,1994,LA,1,1,1,7040,415323
25861,1994,LA,1,1,2,4224,324224
25862,1994,LA,1,1,3,4224,324582
25863,1994,LA,1,1,4,4224,197642
25864,1994,LA,1,1,5,7040,150901
25865,1994,LA,1,2,1,7040,395319
25866,1994,LA,1,2,2,4224,322175
25867,1994,LA,1,2,3,4224,324058
25868,1994,LA,1,2,4,4224,210655
25869,1994,LA,1,2,5,7040,225286
25870,1994,LA,2,1,1,12342,287174
25871,1994,LA,2,1,2,7700,157729
25872,1994,LA,2,1,3,7722,130039
25873,1994,LA,2,1,4,7238,63954
25874,1994,LA,2,1,5,9636,45968
25875,1994,LA,2,2,1,12342,282766
25876,1994,LA,2,2,2,7678,178345
25877,1994,LA,2,2,3,7942,157482
25878,1994,LA,2,2,4,7458,81509
25879,1994,LA,2,2,5,10076,72350
25880,1994,MA,1,1,1,1750,707114
25881,1994,MA,1,1,2,1050,664190
25882,1994,MA,1,1,3,1050,613692
25883,1994,MA,1,1,4,1050,352847
25884,1994,MA,1,1,5,1750,317607
25885,1994,MA,1,2,1,1750,673615
25886,1994,MA,1,2,2,1050,673955
25887,1994,MA,1,2,3,1050,636609
25888,1994,MA,1,2,4,1050,384759
25889,1994,MA,1,2,5,1750,502628
25890,1994,MA,2,1,1,3425,101448
25891,1994,MA,2,1,2,2100,82027
25892,1994,MA,2,1,3,2050,56163
25893,1994,MA,2,1,4,2025,23536
25894,1994,MA,2,1,5,3050,12338
25895,1994,MA,2,2,1,3425,99524
25896,1994,MA,2,2,2,2100,87254
25897,1994,MA,2,2,3,2050,59704
25898,1994,MA,2,2,4,2025,27413
25899,1994,MA,2,2,5,3200,18818
25900,1994,MD,1,1,1,2880,463854
25901,1994,MD,1,1,2,1728,398093
25902,1994,MD,1,1,3,1728,417047
25903,1994,MD,1,1,4,1728,245257
25904,1994,MD,1,1,5,2880,184926
25905,1994,MD,1,2,1,2880,439792
25906,1994,MD,1,2,2,1728,392900
25907,1994,MD,1,2,3,1728,419568
25908,1994,MD,1,2,4,1728,255133
25909,1994,MD,1,2,5,2880,275102
25910,1994,MD,2,1,1,5592,250926
25911,1994,MD,2,1,2,3432,189067
25912,1994,MD,2,1,3,3384,162132
25913,1994,MD,2,1,4,3336,80632
25914,1994,MD,2,1,5,4584,39709
25915,1994,MD,2,2,1,5496,244085
25916,1994,MD,2,2,2,3408,213339
25917,1994,MD,2,2,3,3384,195308
25918,1994,MD,2,2,4,3360,94583
25919,1994,MD,2,2,5,4824,61607
25920,1994,ME,1,1,1,1840,172685
25921,1994,ME,1,1,2,1104,125062
25922,1994,ME,1,1,3,1104,143084
25923,1994,ME,1,1,4,1104,83354
25924,1994,ME,1,1,5,1840,70156
25925,1994,ME,1,2,1,1840,163692
25926,1994,ME,1,2,2,1104,128363
25927,1994,ME,1,2,3,1104,145959
25928,1994,ME,1,2,4,1104,87416
25929,1994,ME,1,2,5,1840,103474
25930,1994,ME,2,1,1,3289,3671
25931,1994,ME,2,1,2,2070,2827
25932,1994,ME,2,1,3,2024,2128
25933,1994,ME,2,1,4,1656,766
25934,1994,ME,2,1,5,1242,251
25935,1994,ME,2,2,1,3266,3836
25936,1994,ME,2,2,2,1978,2658
25937,1994,ME,2,2,3,1840,2087
25938,1994,ME,2,2,4,1587,822
25939,1994,ME,2,2,5,1656,371
25940,1994,MI,1,1,1,10790,1145653
25941,1994,MI,1,1,2,6474,896543
25942,1994,MI,1,1,3,6474,919428
25943,1994,MI,1,1,4,6474,542481
25944,1994,MI,1,1,5,10790,429508
25945,1994,MI,1,2,1,10790,1085888
25946,1994,MI,1,2,2,6474,886415
25947,1994,MI,1,2,3,6474,920000
25948,1994,MI,1,2,4,6474,568443
25949,1994,MI,1,2,5,10790,626154
25950,1994,MI,2,1,1,18408,287082
25951,1994,MI,2,1,2,12012,181222
25952,1994,MI,2,1,3,11570,152808
25953,1994,MI,2,1,4,9906,74917
25954,1994,MI,2,1,5,10790,50910
25955,1994,MI,2,2,1,17602,280693
25956,1994,MI,2,2,2,10556,204005
25957,1994,MI,2,2,3,10166,180562
25958,1994,MI,2,2,4,9464,89519
25959,1994,MI,2,2,5,11908,75506
25960,1994,MN,1,1,1,11745,631866
25961,1994,MN,1,1,2,7047,485381
25962,1994,MN,1,1,3,7047,502717
25963,1994,MN,1,1,4,7047,274899
25964,1994,MN,1,1,5,11745,230293
25965,1994,MN,1,2,1,11745,599283
25966,1994,MN,1,2,2,7047,480217
25967,1994,MN,1,2,3,7047,498369
25968,1994,MN,1,2,4,7047,283092
25969,1994,MN,1,2,5,11745,335353
25970,1994,MN,2,1,1,16821,64410
25971,1994,MN,2,1,2,9963,40081
25972,1994,MN,2,1,3,9153,26713
25973,1994,MN,2,1,4,6507,9360
25974,1994,MN,2,1,5,5022,4034
25975,1994,MN,2,2,1,17064,64195
25976,1994,MN,2,2,2,8910,39099
25977,1994,MN,2,2,3,8451,25294
25978,1994,MN,2,2,4,6318,10063
25979,1994,MN,2,2,5,5562,5636
25980,1994,MO,1,1,1,16675,656938
25981,1994,MO,1,1,2,10005,503592
25982,1994,MO,1,1,3,10005,505258
25983,1994,MO,1,1,4,10005,320024
25984,1994,MO,1,1,5,16675,275119
25985,1994,MO,1,2,1,16675,622946
25986,1994,MO,1,2,2,10005,503120
25987,1994,MO,1,2,3,10005,513955
25988,1994,MO,1,2,4,10005,341460
25989,1994,MO,1,2,5,16675,413700
25990,1994,MO,2,1,1,22011,122522
25991,1994,MO,2,1,2,14471,77691
25992,1994,MO,2,1,3,13978,61297
25993,1994,MO,2,1,4,12354,31178
25994,1994,MO,2,1,5,12731,20796
25995,1994,MO,2,2,1,21373,119895
25996,1994,MO,2,2,2,13572,86587
25997,1994,MO,2,2,3,14065,74650
25998,1994,MO,2,2,4,12586,39480
25999,1994,MO,2,2,5,14094,34289
26000,1994,MS,1,1,1,11452,234104
26001,1994,MS,1,1,2,6888,187192
26002,1994,MS,1,1,3,6888,182578
26003,1994,MS,1,1,4,6888,124727
26004,1994,MS,1,1,5,11480,96293
26005,1994,MS,1,2,1,11480,219218
26006,1994,MS,1,2,2,6888,181392
26007,1994,MS,1,2,3,6888,183250
26008,1994,MS,1,2,4,6888,132621
26009,1994,MS,1,2,5,11480,147248
26010,1994,MS,2,1,1,18256,200623
26011,1994,MS,2,1,2,11256,107429
26012,1994,MS,2,1,3,11396,84527
26013,1994,MS,2,1,4,10276,39799
26014,1994,MS,2,1,5,13664,34241
26015,1994,MS,2,2,1,18368,198304
26016,1994,MS,2,2,2,11452,126290
26017,1994,MS,2,2,3,11956,101019
26018,1994,MS,2,2,4,10864,52264
26019,1994,MS,2,2,5,14784,55873
26020,1994,MT,1,1,1,8400,121247
26021,1994,MT,1,1,2,5040,76084
26022,1994,MT,1,1,3,5040,97078
26023,1994,MT,1,1,4,5040,56315
26024,1994,MT,1,1,5,8370,48208
26025,1994,MT,1,2,1,8400,114056
26026,1994,MT,1,2,2,5040,74277
26027,1994,MT,1,2,3,5040,95605
26028,1994,MT,1,2,4,5040,56022
26029,1994,MT,1,2,5,8400,63202
26030,1994,MT,2,1,1,7470,13740
26031,1994,MT,2,1,2,4440,6665
26032,1994,MT,2,1,3,4680,5423
26033,1994,MT,2,1,4,3630,2418
26034,1994,MT,2,1,5,3540,1059
26035,1994,MT,2,2,1,7440,13063
26036,1994,MT,2,2,2,4230,6985
26037,1994,MT,2,2,3,4410,5684
26038,1994,MT,2,2,4,3510,2790
26039,1994,MT,2,2,5,3930,1385
26040,1994,NC,1,1,1,18500,688151
26041,1994,NC,1,1,2,11100,672971
26042,1994,NC,1,1,3,11100,616028
26043,1994,NC,1,1,4,11100,387296
26044,1994,NC,1,1,5,18500,295247
26045,1994,NC,1,2,1,18500,650452
26046,1994,NC,1,2,2,11100,627205
26047,1994,NC,1,2,3,11100,618249
26048,1994,NC,1,2,4,11100,417612
26049,1994,NC,1,2,5,18500,444190
26050,1994,NC,2,1,1,33337,307375
26051,1994,NC,2,1,2,20868,214318
26052,1994,NC,2,1,3,20461,172730
26053,1994,NC,2,1,4,19240,81251
26054,1994,NC,2,1,5,24864,56945
26055,1994,NC,2,2,1,33374,301001
26056,1994,NC,2,2,2,20683,235060
26057,1994,NC,2,2,3,21016,201022
26058,1994,NC,2,2,4,19943,101859
26059,1994,NC,2,2,5,28120,98436
26060,1994,ND,1,1,1,10070,90554
26061,1994,ND,1,1,2,6042,67890
26062,1994,ND,1,1,3,6042,67923
26063,1994,ND,1,1,4,6042,38878
26064,1994,ND,1,1,5,10070,39288
26065,1994,ND,1,2,1,10070,85131
26066,1994,ND,1,2,2,6042,62467
26067,1994,ND,1,2,3,6042,64496
26068,1994,ND,1,2,4,6042,39629
26069,1994,ND,1,2,5,10032,53703
26070,1994,ND,2,1,1,7220,8307
26071,1994,ND,2,1,2,4218,4677
26072,1994,ND,2,1,3,3762,2696
26073,1994,ND,2,1,4,2698,1143
26074,1994,ND,2,1,5,2128,476
26075,1994,ND,2,2,1,7182,7760
26076,1994,ND,2,2,2,3876,4644
26077,1994,ND,2,2,3,4066,3094
26078,1994,ND,2,2,4,3230,1359
26079,1994,ND,2,2,5,2888,689
26080,1994,NE,1,1,1,14384,231292
26081,1994,NE,1,1,2,8649,165273
26082,1994,NE,1,1,3,8649,169626
26083,1994,NE,1,1,4,8649,99178
26084,1994,NE,1,1,5,14415,91578
26085,1994,NE,1,2,1,14415,220384
26086,1994,NE,1,2,2,8649,161839
26087,1994,NE,1,2,3,8649,169094
26088,1994,NE,1,2,4,8649,103548
26089,1994,NE,1,2,5,14415,134105
26090,1994,NE,2,1,1,10230,19236
26091,1994,NE,2,1,2,5921,12422
26092,1994,NE,2,1,3,5146,8208
26093,1994,NE,2,1,4,3410,3725
26094,1994,NE,2,1,5,2604,1920
26095,1994,NE,2,2,1,10137,18480
26096,1994,NE,2,2,2,5859,12652
26097,1994,NE,2,2,3,5332,9080
26098,1994,NE,2,2,4,3751,4353
26099,1994,NE,2,2,5,3224,3048
26100,1994,NH,1,1,1,1650,161424
26101,1994,NH,1,1,2,990,123185
26102,1994,NH,1,1,3,990,137716
26103,1994,NH,1,1,4,990,71660
26104,1994,NH,1,1,5,1650,55420
26105,1994,NH,1,2,1,1650,154563
26106,1994,NH,1,2,2,990,125229
26107,1994,NH,1,2,3,990,137981
26108,1994,NH,1,2,4,990,73262
26109,1994,NH,1,2,5,1650,81008
26110,1994,NH,2,1,1,3069,3543
26111,1994,NH,2,1,2,1914,3337
26112,1994,NH,2,1,3,1848,2498
26113,1994,NH,2,1,4,1815,988
26114,1994,NH,2,1,5,1749,331
26115,1994,NH,2,2,1,3102,3510
26116,1994,NH,2,2,2,1881,3157
26117,1994,NH,2,2,3,1782,2426
26118,1994,NH,2,2,4,1650,932
26119,1994,NH,2,2,5,1749,390
26120,1994,NJ,1,1,1,3570,846407
26121,1994,NJ,1,1,2,2142,713740
26122,1994,NJ,1,1,3,2142,740934
26123,1994,NJ,1,1,4,2142,450659
26124,1994,NJ,1,1,5,3570,390783
26125,1994,NJ,1,2,1,3570,802097
26126,1994,NJ,1,2,2,2142,697708
26127,1994,NJ,1,2,3,2142,757018
26128,1994,NJ,1,2,4,2142,485598
26129,1994,NJ,1,2,5,3570,587974
26130,1994,NJ,2,1,1,7140,259634
26131,1994,NJ,2,1,2,4284,192306
26132,1994,NJ,2,1,3,4284,160890
26133,1994,NJ,2,1,4,4284,83049
26134,1994,NJ,2,1,5,7004,40862
26135,1994,NJ,2,2,1,7140,249582
26136,1994,NJ,2,2,2,4284,209334
26137,1994,NJ,2,2,3,4284,183772
26138,1994,NJ,2,2,4,4284,97949
26139,1994,NJ,2,2,5,7038,64010
26140,1994,NM,1,1,1,5740,233055
26141,1994,NM,1,1,2,3465,157489
26142,1994,NM,1,1,3,3465,163904
26143,1994,NM,1,1,4,3465,94911
26144,1994,NM,1,1,5,5775,75073
26145,1994,NM,1,2,1,5775,223014
26146,1994,NM,1,2,2,3465,155249
26147,1994,NM,1,2,3,3465,166579
26148,1994,NM,1,2,4,3465,101056
26149,1994,NM,1,2,5,5775,98184
26150,1994,NM,2,1,1,9240,45877
26151,1994,NM,2,1,2,5495,26543
26152,1994,NM,2,1,3,5705,18847
26153,1994,NM,2,1,4,5180,8431
26154,1994,NM,2,1,5,6265,4862
26155,1994,NM,2,2,1,9100,44834
26156,1994,NM,2,2,2,5425,26636
26157,1994,NM,2,2,3,5390,20965
26158,1994,NM,2,2,4,4935,10350
26159,1994,NM,2,2,5,6475,6539
26160,1994,NV,1,1,1,2720,177306
26161,1994,NV,1,1,2,1632,163995
26162,1994,NV,1,1,3,1632,156124
26163,1994,NV,1,1,4,1632,97900
26164,1994,NV,1,1,5,2720,73235
26165,1994,NV,1,2,1,2720,167601
26166,1994,NV,1,2,2,1632,148415
26167,1994,NV,1,2,3,1632,143619
26168,1994,NV,1,2,4,1632,93241
26169,1994,NV,1,2,5,2720,85359
26170,1994,NV,2,1,1,4128,33540
26171,1994,NV,2,1,2,2752,25544
26172,1994,NV,2,1,3,2720,19984
26173,1994,NV,2,1,4,2208,9988
26174,1994,NV,2,1,5,2848,5103
26175,1994,NV,2,2,1,3936,32247
26176,1994,NV,2,2,2,2304,25972
26177,1994,NV,2,2,3,2432,22189
26178,1994,NV,2,2,4,2208,11659
26179,1994,NV,2,2,5,2784,6277
26180,1994,NY,1,1,1,11160,1898974
26181,1994,NY,1,1,2,6696,1627096
26182,1994,NY,1,1,3,6696,1560435
26183,1994,NY,1,1,4,6696,970115
26184,1994,NY,1,1,5,11160,828546
26185,1994,NY,1,2,1,11160,1796056
26186,1994,NY,1,2,2,6696,1614129
26187,1994,NY,1,2,3,6696,1606407
26188,1994,NY,1,2,4,6696,1064873
26189,1994,NY,1,2,5,11160,1262419
26190,1994,NY,2,1,1,21492,699823
26191,1994,NY,2,1,2,13104,535406
26192,1994,NY,2,1,3,13248,422766
26193,1994,NY,2,1,4,12960,222616
26194,1994,NY,2,1,5,16812,113850
26195,1994,NY,2,2,1,21564,681488
26196,1994,NY,2,2,2,13176,585137
26197,1994,NY,2,2,3,13140,494591
26198,1994,NY,2,2,4,12780,282572
26199,1994,NY,2,2,5,18000,192171
26200,1994,OH,1,1,1,17160,1374554
26201,1994,OH,1,1,2,10296,1060331
26202,1994,OH,1,1,3,10296,1093541
26203,1994,OH,1,1,4,10296,661300
26204,1994,OH,1,1,5,17160,542416
26205,1994,OH,1,2,1,17160,1309686
26206,1994,OH,1,2,2,10296,1067120
26207,1994,OH,1,2,3,10296,1115643
26208,1994,OH,1,2,4,10296,711980
26209,1994,OH,1,2,5,17160,819321
26210,1994,OH,2,1,1,31200,251374
26211,1994,OH,2,1,2,19383,157355
26212,1994,OH,2,1,3,19227,131278
26213,1994,OH,2,1,4,18330,71523
26214,1994,OH,2,1,5,20826,48840
26215,1994,OH,2,2,1,30498,243430
26216,1994,OH,2,2,2,19227,174330
26217,1994,OH,2,2,3,19110,156548
26218,1994,OH,2,2,4,18486,87870
26219,1994,OH,2,2,5,23205,74014
26220,1994,OK,1,1,1,15400,384531
26221,1994,OK,1,1,2,9240,291931
26222,1994,OK,1,1,3,9240,294692
26223,1994,OK,1,1,4,9240,190346
26224,1994,OK,1,1,5,15400,162301
26225,1994,OK,1,2,1,15400,362243
26226,1994,OK,1,2,2,9240,282275
26227,1994,OK,1,2,3,9240,297913
26228,1994,OK,1,2,4,9240,203671
26229,1994,OK,1,2,5,15400,238001
26230,1994,OK,2,1,1,27520,115699
26231,1994,OK,2,1,2,16760,69134
26232,1994,OK,2,1,3,16720,52240
26233,1994,OK,2,1,4,16000,26091
26234,1994,OK,2,1,5,23280,16801
26235,1994,OK,2,2,1,27400,111127
26236,1994,OK,2,2,2,16080,68410
26237,1994,OK,2,2,3,16160,57228
26238,1994,OK,2,2,4,15640,30393
26239,1994,OK,2,2,5,24640,25913
26240,1994,OR,1,1,1,7380,414299
26241,1994,OR,1,1,2,4428,306265
26242,1994,OR,1,1,3,4428,356062
26243,1994,OR,1,1,4,4428,193484
26244,1994,OR,1,1,5,7380,174286
26245,1994,OR,1,2,1,7380,392360
26246,1994,OR,1,2,2,4428,297941
26247,1994,OR,1,2,3,4428,355307
26248,1994,OR,1,2,4,4428,200689
26249,1994,OR,1,2,5,7380,237941
26250,1994,OR,2,1,1,11521,34883
26251,1994,OR,2,1,2,7216,27540
26252,1994,OR,2,1,3,7257,20386
26253,1994,OR,2,1,4,6642,8449
26254,1994,OR,2,1,5,7298,4457
26255,1994,OR,2,2,1,11890,34281
26256,1994,OR,2,2,2,6929,25736
26257,1994,OR,2,2,3,6355,21377
26258,1994,OR,2,2,4,5822,9388
26259,1994,OR,2,2,5,7872,6133
26260,1994,PA,1,1,1,14070,1419175
26261,1994,PA,1,1,2,8442,1125372
26262,1994,PA,1,1,3,8442,1193935
26263,1994,PA,1,1,4,8442,744819
26264,1994,PA,1,1,5,14070,708225
26265,1994,PA,1,2,1,14070,1347665
26266,1994,PA,1,2,2,8442,1131579
26267,1994,PA,1,2,3,8442,1214213
26268,1994,PA,1,2,4,8442,810205
26269,1994,PA,1,2,5,14070,1076076
26270,1994,PA,2,1,1,25914,242068
26271,1994,PA,2,1,2,15960,165364
26272,1994,PA,2,1,3,15792,131703
26273,1994,PA,2,1,4,14238,70586
26274,1994,PA,2,1,5,15918,49014
26275,1994,PA,2,2,1,24864,235193
26276,1994,PA,2,2,2,15456,175876
26277,1994,PA,2,2,3,15288,154971
26278,1994,PA,2,2,4,14532,89652
26279,1994,PA,2,2,5,18060,80359
26280,1994,RI,1,1,1,1100,120935
26281,1994,RI,1,1,2,660,108734
26282,1994,RI,1,1,3,660,102264
26283,1994,RI,1,1,4,660,59217
26284,1994,RI,1,1,5,1100,58157
26285,1994,RI,1,2,1,1100,114996
26286,1994,RI,1,2,2,660,110848
26287,1994,RI,1,2,3,660,106208
26288,1994,RI,1,2,4,660,65066
26289,1994,RI,1,2,5,1100,92140
26290,1994,RI,2,1,1,2200,14972
26291,1994,RI,2,1,2,1320,11224
26292,1994,RI,2,1,3,1320,7594
26293,1994,RI,2,1,4,1320,3017
26294,1994,RI,2,1,5,1936,1660
26295,1994,RI,2,2,1,2200,14441
26296,1994,RI,2,2,2,1320,10782
26297,1994,RI,2,2,3,1320,7729
26298,1994,RI,2,2,4,1232,3589
26299,1994,RI,2,2,5,1936,2387
26300,1994,SC,1,1,1,10350,336616
26301,1994,SC,1,1,2,6210,301729
26302,1994,SC,1,1,3,6210,288487
26303,1994,SC,1,1,4,6210,185764
26304,1994,SC,1,1,5,10350,136415
26305,1994,SC,1,2,1,10350,317956
26306,1994,SC,1,2,2,6210,290241
26307,1994,SC,1,2,3,6210,288245
26308,1994,SC,1,2,4,6210,198256
26309,1994,SC,1,2,5,10350,201502
26310,1994,SC,2,1,1,18585,213849
26311,1994,SC,2,1,2,11565,129718
26312,1994,SC,2,1,3,11475,110069
26313,1994,SC,2,1,4,10845,51714
26314,1994,SC,2,1,5,13995,37332
26315,1994,SC,2,2,1,18765,210903
26316,1994,SC,2,2,2,11745,147011
26317,1994,SC,2,2,3,11835,130348
26318,1994,SC,2,2,4,11115,65795
26319,1994,SC,2,2,5,14850,63447
26320,1994,SD,1,1,1,15134,101997
26321,1994,SD,1,1,2,9108,68946
26322,1994,SD,1,1,3,9108,72412
26323,1994,SD,1,1,4,9108,43181
26324,1994,SD,1,1,5,15134,43555
26325,1994,SD,1,2,1,15180,97151
26326,1994,SD,1,2,2,9108,66728
26327,1994,SD,1,2,3,9108,70182
26328,1994,SD,1,2,4,9108,44513
26329,1994,SD,1,2,5,15134,59940
26330,1994,SD,2,1,1,13984,15709
26331,1994,SD,2,1,2,8280,7267
26332,1994,SD,2,1,3,7498,4911
26333,1994,SD,2,1,4,5980,2133
26334,1994,SD,2,1,5,5980,1012
26335,1994,SD,2,2,1,13432,15118
26336,1994,SD,2,2,2,7682,7027
26337,1994,SD,2,2,3,7314,5053
26338,1994,SD,2,2,4,5888,2474
26339,1994,SD,2,2,5,6348,1481
26340,1994,TN,1,1,1,22325,578919
26341,1994,TN,1,1,2,13395,488732
26342,1994,TN,1,1,3,13395,487933
26343,1994,TN,1,1,4,13395,313530
26344,1994,TN,1,1,5,22325,231180
26345,1994,TN,1,2,1,22325,545949
26346,1994,TN,1,2,2,13395,486598
26347,1994,TN,1,2,3,13395,496755
26348,1994,TN,1,2,4,13395,335920
26349,1994,TN,1,2,5,22325,353251
26350,1994,TN,2,1,1,33135,167707
26351,1994,TN,2,1,2,22184,106871
26352,1994,TN,2,1,3,22184,85913
26353,1994,TN,2,1,4,20304,38947
26354,1994,TN,2,1,5,22701,28652
26355,1994,TN,2,2,1,32383,162614
26356,1994,TN,2,2,2,21291,120602
26357,1994,TN,2,2,3,22137,102687
26358,1994,TN,2,2,4,20680,50867
26359,1994,TN,2,2,5,25145,47811
26360,1994,TX,1,1,1,60864,2506981
26361,1994,TX,1,1,2,36528,1937324
26362,1994,TX,1,1,3,36576,1738980
26363,1994,TX,1,1,4,36576,944318
26364,1994,TX,1,1,5,60576,696726
26365,1994,TX,1,2,1,60864,2378023
26366,1994,TX,1,2,2,36480,1853163
26367,1994,TX,1,2,3,36576,1725201
26368,1994,TX,1,2,4,36576,999075
26369,1994,TX,1,2,5,60672,1006250
26370,1994,TX,2,1,1,86736,503271
26371,1994,TX,2,1,2,54240,362645
26372,1994,TX,2,1,3,54336,283874
26373,1994,TX,2,1,4,48960,121723
26374,1994,TX,2,1,5,57936,74002
26375,1994,TX,2,2,1,84624,486640
26376,1994,TX,2,2,2,52464,373671
26377,1994,TX,2,2,3,54912,313303
26378,1994,TX,2,2,4,50064,144329
26379,1994,TX,2,2,5,63984,114563
26380,1994,UT,1,1,1,7105,363348
26381,1994,UT,1,1,2,4263,222138
26382,1994,UT,1,1,3,4263,180317
26383,1994,UT,1,1,4,4263,93966
26384,1994,UT,1,1,5,7105,72214
26385,1994,UT,1,2,1,7105,348500
26386,1994,UT,1,2,2,4263,218132
26387,1994,UT,1,2,3,4263,179150
26388,1994,UT,1,2,4,4263,97974
26389,1994,UT,1,2,5,7105,94968
26390,1994,UT,2,1,1,8624,18834
26391,1994,UT,2,1,2,5488,14067
26392,1994,UT,2,1,3,4949,8161
26393,1994,UT,2,1,4,3675,2947
26394,1994,UT,2,1,5,3822,1685
26395,1994,UT,2,2,1,8771,18047
26396,1994,UT,2,2,2,4753,12650
26397,1994,UT,2,2,3,4557,8165
26398,1994,UT,2,2,4,3332,3164
26399,1994,UT,2,2,5,4018,2019
26400,1994,VA,1,1,1,33915,672097
26401,1994,VA,1,1,2,20349,630431
26402,1994,VA,1,1,3,20349,609186
26403,1994,VA,1,1,4,20349,353828
26404,1994,VA,1,1,5,33915,241510
26405,1994,VA,1,2,1,33915,634468
26406,1994,VA,1,2,2,20349,597925
26407,1994,VA,1,2,3,20349,609441
26408,1994,VA,1,2,4,20349,366326
26409,1994,VA,1,2,5,33915,361348
26410,1994,VA,2,1,1,55080,249904
26411,1994,VA,2,1,2,35292,196144
26412,1994,VA,2,1,3,35598,157734
26413,1994,VA,2,1,4,32742,74479
26414,1994,VA,2,1,5,41769,48716
26415,1994,VA,2,2,1,56304,244927
26416,1994,VA,2,2,2,35955,202239
26417,1994,VA,2,2,3,37281,177023
26418,1994,VA,2,2,4,34986,89310
26419,1994,VA,2,2,5,44778,76103
26420,1994,VT,1,1,1,3500,83530
26421,1994,VT,1,1,2,2100,61689
26422,1994,VT,1,1,3,2100,69653
26423,1994,VT,1,1,4,2100,37861
26424,1994,VT,1,1,5,3500,28950
26425,1994,VT,1,2,1,3500,79133
26426,1994,VT,1,2,2,2100,62224
26427,1994,VT,1,2,3,2100,70807
26428,1994,VT,1,2,4,2100,38849
26429,1994,VT,1,2,5,3500,42256
26430,1994,VT,2,1,1,5500,1764
26431,1994,VT,2,1,2,3650,1437
26432,1994,VT,2,1,3,3850,890
26433,1994,VT,2,1,4,2700,319
26434,1994,VT,2,1,5,1750,85
26435,1994,VT,2,2,1,5600,1669
26436,1994,VT,2,2,2,3450,1379
26437,1994,VT,2,2,3,3350,945
26438,1994,VT,2,2,4,2400,307
26439,1994,VT,2,2,5,1700,89
26440,1994,WA,1,1,1,10335,693523
26441,1994,WA,1,1,2,6201,544901
26442,1994,WA,1,1,3,6201,590672
26443,1994,WA,1,1,4,6201,313560
26444,1994,WA,1,1,5,10335,248093
26445,1994,WA,1,2,1,10335,656193
26446,1994,WA,1,2,2,6201,523541
26447,1994,WA,1,2,3,6201,584027
26448,1994,WA,1,2,4,6201,316074
26449,1994,WA,1,2,5,10335,341385
26450,1994,WA,2,1,1,18179,101402
26451,1994,WA,2,1,2,10494,77470
26452,1994,WA,2,1,3,10812,61557
26453,1994,WA,2,1,4,9646,25278
26454,1994,WA,2,1,5,12296,13285
26455,1994,WA,2,2,1,17755,97469
26456,1994,WA,2,2,2,10388,74615
26457,1994,WA,2,2,3,9752,64633
26458,1994,WA,2,2,4,9169,29331
26459,1994,WA,2,2,5,12826,18152
26460,1994,WI,1,1,1,19800,674739
26461,1994,WI,1,1,2,11880,523150
26462,1994,WI,1,1,3,11880,544131
26463,1994,WI,1,1,4,11880,314297
26464,1994,WI,1,1,5,19745,273749
26465,1994,WI,1,2,1,19745,640933
26466,1994,WI,1,2,2,11880,512461
26467,1994,WI,1,2,3,11880,535826
26468,1994,WI,1,2,4,11880,323583
26469,1994,WI,1,2,5,19800,394739
26470,1994,WI,2,1,1,32395,88636
26471,1994,WI,2,1,2,19745,48471
26472,1994,WI,2,1,3,18535,33404
26473,1994,WI,2,1,4,14245,14396
26474,1994,WI,2,1,5,12430,6803
26475,1994,WI,2,2,1,30580,85110
26476,1994,WI,2,2,2,17325,53046
26477,1994,WI,2,2,3,16390,38777
